MR WASABI,"4232 BELL BOULEVARD,QUEENS NY,11361"
MORGAN STANLEY CONFERENCE CENTER,"1585 BROADWAY,MANHATTAN NY,10036"
MORGAN STANLEY CAFETERIA,"750 7 AVENUE,MANHATTAN NY,10019"
MORGAN STANLEY,"1585 BROADWAY,MANHATTAN NY,10036"
MORGAN LIBRARY,"29 EAST   36 STREET,MANHATTAN NY,10016"
MORGAN CAFE,"341 9 AVENUE,MANHATTAN NY,10199"
MORETTI BAKERY,"640 FOREST AVENUE,STATEN ISLAND NY,10310"
MORENA RESTAURANT,"2151 JEROME AVENUE,BRONX NY,10453"
MORELOS DELI & FRUIT,"6 CEBRA AVE,STATEN ISLAND NY,10301"
MOREIRA RESTAURANT,"8716 LEFFERTS BLVD,QUEENS NY,11418"
MORANDI,"15 CHARLES STREET,MANHATTAN NY,10014"
MOOT BAR,"579 MYRTLE AVE,BROOKLYN NY,11205"
MOONSTRUCK EAST,"449 THIRD AVENUE,MANHATTAN NY,10016"
MOONSTRUCK DINER,"250 EAST   58 STREET,MANHATTAN NY,10022"
MOONSTRUCK (IN BELLEVUE),"462 1ST AVE,MANHATTAN NY,10016"
MOONSTRUCK,"244 MADISON AVENUE,MANHATTAN NY,10016"
MOONEY'S PUBLIC HOUSE,"821113 ELIOT AVE,QUEENS NY,11379"
MOONDOS GRILL,"424 CHURCH AVENUE,BROOKLYN NY,11218"
MOONCAKE FOODS,"111 JOHN STREET- PEARL ST SIDE,MANHATTAN NY,10038"
MOONCAKE FOODS,"28 WATTS STREET,MANHATTAN NY,10013"
MOONCAKE FOODS,"263 WEST   30 STREET,MANHATTAN NY,10001"
MOONCAKE FOODS,"359 WEST   54 STREET,MANHATTAN NY,10019"
MOON TIKKA GRILL,"8716 PARSONS BOULEVARD,QUEENS NY,11432"
MOON STRUCK ON 2ND,"88 2 AVENUE,MANHATTAN NY,10003"
MOON STAR GRILL,"3519 JOHNSON AVENUE,BRONX NY,10463"
MOON ROOF LOUNGE,"1679 HYLAN BLVD,STATEN ISLAND NY,10305"
MOON PALACE KITCHEN,"6312 FLUSHING AVE,QUEENS NY,11378"
MOON PALACE DELI,"496 ATLANTIC AVENUE,BROOKLYN NY,11217"
MOON LIGHT  GRILL,"9181 111TH ST,QUEENS NY,11418"
MOON HOUSE CHINESE RESTAURANT,"1810 3 AVENUE,MANHATTAN NY,10029"
MOON & FLOWER HOUSE,"5912 7TH AVE,BROOKLYN NY,11220"
MOOKIE'S,"1492 MYRTLE AVE,BROOKLYN NY,11237"
MOODY'S CAFETERIA,"250 GREENWICH STREET,MANHATTAN NY,10007"
MOO BURGER,"240 COURT STREET,BROOKLYN NY,11201"
MONUMENT LANE,"103 GREENWICH AVENUE,MANHATTAN NY,10014"
MONTY Q'S,"158 MONTAGUE STREET,BROOKLYN NY,11201"
MONTMARTRE,"158 8 AVENUE,MANHATTAN NY,10011"
MONTEZUMA RESTAURANT,"119 WEST KINGSBRIDGE ROAD,BRONX NY,10468"
MONTESPINO RESTAURANT,"1309A BRONX RIVER AVE,BRONX NY,10472"
MONTERO BAR & GRILL,"73 ATLANTIC AVENUE,BROOKLYN NY,11201"
MONTELEONE BAKERY CAFE,"355 COURT STREET,BROOKLYN NY,11231"
MONTEBELLO RESTAURANT,"120 EAST   56 STREET,MANHATTAN NY,10022"
MONTE'S,"451 CARROLL STREET,BROOKLYN NY,11215"
MONTE'S,"97 MACDOUGAL STREET,MANHATTAN NY,10012"
MONTE-CARLO NYC,"181 E 78TH ST,MANHATTAN NY,10075"
MONTE PIZZA,"360 E 188TH ST,BRONX NY,10458"
MONTE LIMAR SPORT BAR LOUNGE,"17237 HILLSIDE AVE,QUEENS NY,11432"
MONTE GRAB & GO MARKET,"1790 EASTCHESTER RD,BRONX NY,10461"
MONTAUK CLUB,"25 8 AVENUE,BROOKLYN NY,11217"
MONTANA'S TRAIL HOUSE,"445 TROUTMAN ST,BROOKLYN NY,11237"
MONTAGUE ST BAGELS,"108 MONTAGUE ST,BROOKLYN NY,11201"
MONSTER SUSHI,"158 WEST   23 STREET,MANHATTAN NY,10011"
MONSTER SAVINGS,"314 E 106TH ST,MANHATTAN NY,10029"
MONSIGNOR'S RESTAURANT,"679 5 AVENUE,BROOKLYN NY,11215"
MONKEY BAR,"60 EAST   54 STREET,MANHATTAN NY,10022"
MONIQUE'S LOUNGE 108,"181 EAST  108 STREET,MANHATTAN NY,10029"
MONDIAL BAKERY,"7802 20 AVENUE,BROOKLYN NY,11214"
MONARCH,"960 6TH AVE,MANHATTAN NY,10001"
MONAHAN & FITZGERALD,"21417 41 AVENUE,QUEENS NY,11361"
MONACO,"1836 MCDONALD AVENUE,BROOKLYN NY,11223"
MONA'S BAKERY & CAFE,"281 KINGS HIGHWAY,BROOKLYN NY,11223"
MONA'S,"224 AVENUE B,MANHATTAN NY,10009"
MONA NYC,"525 W 29TH ST,MANHATTAN NY,10001"
MONA LISA PIZZERIA & RISTORANTE,"839 ANNADALE ROAD,STATEN ISLAND NY,10312"
MONA LISA,"3613 164 STREET,QUEENS NY,11358"
MON PETIT CAFE,"801 LEXINGTON AVENUE,MANHATTAN NY,10065"
MON HING RESTAURANT,"497 ALBANY AVENUE,BROOKLYN NY,11203"
MON CHER MARKET,"339 BROADWAY,MANHATTAN NY,10013"
MON AMOUR COFFEE & WINE,"234 W 238TH ST,BRONX NY,10463"
MOMS LUNCHEONETTE,"10102 103 AVENUE,QUEENS NY,11417"
MOMOYA,"427 AMSTERDAM AVE,MANHATTAN NY,10024"
MOMOYA,"162 WEST   21 STREET,MANHATTAN NY,10011"
MOMOSAN RAMEN & SAKE,"342 LEXINGTON AVE,MANHATTAN NY,10016"
MOMOKAWA,"157 EAST   28 STREET,MANHATTAN NY,10016"
MOMOFUKU/ MA PECHE,"15 WEST   56 STREET,MANHATTAN NY,10019"
MOMOFUKU SSAM BAR,"207 2 AVENUE,MANHATTAN NY,10003"
MOMOFUKU NOODLE BAR,"171 1 AVENUE,MANHATTAN NY,10003"
MOMOFUKU MILK BAR EV,"251 EAST   13 STREET,MANHATTAN NY,10003"
MOMOFUKU MILK BAR CG,"360 SMITH STREET,BROOKLYN NY,11231"
MOMOFUKU KO,"8 EXTRA PL,MANHATTAN NY,10003"
MOMOFUKU,"232 8TH AVE,MANHATTAN NY,10011"
MOMOFUKO MILK BAR UWS,"561 COLUMBUS AVENUE,MANHATTAN NY,10024"
MOMOCHAI,"5716 WOODSIDE AVE,QUEENS NY,11377"
MOMO SUSHI,"43 BOGART STREET,BROOKLYN NY,11206"
MOMO SUSHI,"239 PARK AVE S,MANHATTAN NY,10003"
MOMO RAMEN,"78 5TH AVE,BROOKLYN NY,11217"
MOMO HIBACHI STEAKHOUSE & BAR,"1901 EMMONS AVENUE,BROOKLYN NY,11235"
MOMINETTE,"221 KNICKERBOCKER AVENUE,BROOKLYN NY,11237"
MOMENTOS PIZZA,"4053 99TH ST,QUEENS NY,11368"
MOMENTO RESTAURANT,"2513 QUEENS PLAZA NORTH,QUEENS NY,11101"
MOM'S PIZZA,"15 AVENUE D,MANHATTAN NY,10009"
MOM'S FRIED CHICKEN,"253 EAST  167 STREET,BRONX NY,10456"
MOM'S COOKING,"33 EAST    8 STREET,MANHATTAN NY,10003"
MOM'S BAKERY,"2425 GRAND CONCOURSE,BRONX NY,10468"
MOLYVOS,"871 7 AVENUE,MANHATTAN NY,10019"
MOLTO BUONA PIZZA,"157 E 170TH ST,BRONX NY,10452"
MOLTO BENE,"9524 FOURTH AVENUE,BROOKLYN NY,11209"
MOLOKO,"705 MYRTLE AVE,BROOKLYN NY,11205"
MOLO,"987 BAY ST,STATEN ISLAND NY,10305"
MOLLY'S CUPCAKES,"228 BLEECKER STREET,MANHATTAN NY,10014"
MOLLY'S,"287 3 AVENUE,MANHATTAN NY,10010"
MOLLY WEE PUB,"402 8 AVENUE,MANHATTAN NY,10001"
MOLLY BLOOMS,"4313 QUEENS BLVD,QUEENS NY,11104"
MOLLY BLOOMS,"4313 QUEENS BOULEVARD,QUEENS NY,11104"
MOLLOY'S IRISH PUB,"737 9 AVENUE,MANHATTAN NY,10019"
MOLLIE RYAN'S PUBLICK HOUSE,"2574 ARTHUR KILL ROAD,STATEN ISLAND NY,10309"
MOLECULE WATER STORE,"259 EAST   10 STREET,MANHATTAN NY,10009"
MOLE CANTINA MEXICANA,"1735 2 AVENUE,MANHATTAN NY,10128"
MOLE,"57 JANE STREET,MANHATTAN NY,10014"
MOLE,"178 KENT AVENUE,BROOKLYN NY,11249"
MOLDOVA,"1827 CONEY ISLAND AVENUE,BROOKLYN NY,11230"
MOLCAJETE,"9213 ROOSEVELT AVENUE,QUEENS NY,11372"
MOLASSES BOOKS,"770 HART STREET,BROOKLYN NY,11237"
MOKJA,"852 AMSTERDAM AVE,MANHATTAN NY,10025"
MOKJA,"3519 BROADWAY,QUEENS NY,11106"
MOKBAR,"75 9TH AVE,MANHATTAN NY,10011"
MOJITO'S,"227 EAST  116 STREET,MANHATTAN NY,10029"
MOJITO CUBAN CUISINE,"82 WASHINGTON AVENUE,BROOKLYN NY,11205"
MOJAVE,"2236 31 STREET,QUEENS NY,11105"
MOJA RESTAURANT,"307 E 204TH ST,BRONX NY,10467"
MOISHE'S PLACE,"868 BEDFORD AVE,BROOKLYN NY,11205"
MOIM RESTAURANT,"206 GARFIELD PLACE,BROOKLYN NY,11215"
MOHEGAN SUN SPORTS BAR,"1 EAST  161 STREET,BRONX NY,10451"
MOHA RANI,"185 NORMAN AVE,BROOKLYN NY,11222"
MOGU SUSHI,"13322 39TH AVE,QUEENS NY,11354"
MOFONGO DEL VALLE,"3340 BROADWAY,MANHATTAN NY,10031"
MOE'S SOUTHWEST GRILL & CHARLIE SUB GRILL,"1 PENN PLZ,MANHATTAN NY,10119"
MOE'S SOUTHWEST GRILL,"1029A AVENUE OF THE AMERICAS,MANHATTAN NY,10018"
MOE'S SOUTHWEST GRILL,"2397 HYLAN BOULEVARD,STATEN ISLAND NY,10306"
MOE'S SOUTHWEST GRILL,"NKA PENN PLAZA,MANHATTAN NY,10001"
MOE'S SOUTHWEST GRIIL,"262 ARDEN AVE,STATEN ISLAND NY,10312"
MOE'S GOURMET FOOD & PIZZA,"3050 WHITESTONE EXPRESSWAY,QUEENS NY,11354"
MOE'S DOUGH'S,"126 NASSAU AVE,BROOKLYN NY,11222"
MOE'S CAFE,"209 EAST   23 STREET,MANHATTAN NY,10010"
MOE'S CAFE,"141 WEST   21 STREET,MANHATTAN NY,10011"
MODURANG,"19316 NORTHERN BLVD,QUEENS NY,11358"
MODHU MITA INDIAN RESTAURANT,"2546 7TH AVE,MANHATTAN NY,10039"
MODERN GOURMET,"793 BROADWAY,MANHATTAN NY,10003"
MOCU-MOCU,"746 10TH AVE,MANHATTAN NY,10019"
MOCHA MOCHA COFFEE,"8602 4 AVENUE,BROOKLYN NY,11209"
MOCHA MOCHA COFFEE,"8602 4TH AVE,BROOKLYN NY,11209"
MOCHA HOOKAH CAFE,"183 ATLANTIC AVENUE,BROOKLYN NY,11201"
MOCHA BURGER,"496 LAGUARDIA PL,MANHATTAN NY,10012"
MOCA BAR & LOUNGE,"2210 8 AVENUE,MANHATTAN NY,10026"
MOCA ASIAN BISTRO,"10718 70 ROAD,QUEENS NY,11375"
MOBAYS KOALPOT AND GRILL,"2354 PITKIN AVE,BROOKLYN NY,11207"
MOB RESTAURANT,"525 ATLANTIC AVENUE,BROOKLYN NY,11217"
MO'S BAR,"80 LAFAYETTE AVENUE,BROOKLYN NY,11217"
MO IL GELATO,"52 GANSEVOORT ST,MANHATTAN NY,10014"
MMM...THATS A WRAP,"3801 30 AVENUE,QUEENS NY,11103"
MMM...THAT'S A WRAP,"16312 CROSSBAY BOULEVARD,QUEENS NY,11414"
MMM THATS A WRAP,"4552 BELL BOULEVARD,QUEENS NY,11361"
MMENFES TURKISH FOOD,"62-08 WOODHAVEN BOULEVARD,QUEENS NY,11374"
MK KARAOKE,"11 WEST   32 STREET,MANHATTAN NY,10001"
MJB SOUTH (NAMM CAFE),"300 JAY STREET,BROOKLYN NY,11201"
MJ PIZZA,"1976 1ST AVE,MANHATTAN NY,10029"
MIZUMI,"23110 NORTHERN BOULEVARD,QUEENS NY,11362"
MIZU HIBACHI JAPANESE FUSION,"240 PAGE AVE,STATEN ISLAND NY,10307"
MIZU,"29 EAST   20 STREET,MANHATTAN NY,10003"
MIYAKO SUSHI,"642 AMSTERDAM AVE,MANHATTAN NY,10025"
MIYABI SUSHI & ASIAN CUISINE,"118 W 3RD ST,MANHATTAN NY,10012"
MIYABI II ASIAN FUSION,"1348 FOREST AVE,STATEN ISLAND NY,10302"
MIXXED GRILL AND JUICE BAR,"4922 FORT HAMILTON PKWY,BROOKLYN NY,11219"
MIXX CANTINA,"4403 KISSENA BOULEVARD,QUEENS NY,11355"
MIXTAPE,"1533 MYRTLE AVE,BROOKLYN NY,11237"
MIX,"730 61 STREET,BROOKLYN NY,11220"
MIUSA WINE BAR,"98A S 4TH ST,BROOKLYN NY,11249"
MITOUSHI SUSHI,"10 AKRON STREET,STATEN ISLAND NY,10314"
MITOUSHI JAPANESE SUSHI,"1221 QUENTIN ROAD,BROOKLYN NY,11229"
MITOUSHI JAPANESE FUSION,"1712 SHEEPSHEAD BAY RD,BROOKLYN NY,11235"
MITI MITI TAPERIA,"138 5TH AVE,BROOKLYN NY,11217"
MITCHELL'S RESTAURANT,"617 VANDERBILT AVENUE,BROOKLYN NY,11238"
MITCHELL'S KITCHEN,"261 PATCHEN AVE,BROOKLYN NY,11233"
MISTURA PERUANA RESTAURANT,"8423 JAMAICA AVENUE,QUEENS NY,11421"
MISTER PIZZA,"155 E 149TH ST,BRONX NY,10451"
MISTER HOTPOT,"5306 8 AVENUE,BROOKLYN NY,11220"
MISTER CHICKEN TO GO,"5326 ROOSEVELT AVENUE,QUEENS NY,11377"
MIST HARLEM,"46 WEST  116 STREET,MANHATTAN NY,10026"
MISSION DOLORES,"249 4 AVENUE,BROOKLYN NY,11215"
MISSION CHINESE FOOD,"171 E BROADWAY,MANHATTAN NY,10002"
MISSION CEVICHE,"52 GANSEVOORT ST,MANHATTAN NY,10014"
MISSION CANTINA,"172 ORCHARD ST,MANHATTAN NY,10002"
MISS LILY'S 7A,"109 AVENUE A,MANHATTAN NY,10009"
MISS LILY'S,"132 WEST HOUSTON STREET,MANHATTAN NY,10012"
MISS KOREA BARBECUE ''SUN'',"10 W 32ND ST,MANHATTAN NY,10001"
MISS KOREA,"10 WEST   32 STREET,MANHATTAN NY,10001"
MISS K'S ITALIAN EATERY & CAFE,"118 MADISON AVENUE,MANHATTAN NY,10016"
MISS FAVELA,"57 SOUTH    5 STREET,BROOKLYN NY,11211"
MISOYA,"15702 NORTHERN BLVD,QUEENS NY,11354"
MISO-YA,"129 2 AVENUE,MANHATTAN NY,10003"
MISO JAPANESE FUSION,"40 MAIN STREET,BROOKLYN NY,11201"
MISHIMA RESTAURANT,"164 LEXINGTON AVENUE,MANHATTAN NY,10016"
MISH MASH GOURMET,"1103 KINGS HIGHWAY,BROOKLYN NY,11229"
MISAKE SUSHI,"645 ROSSVILLE AVE,STATEN ISLAND NY,10309"
MIS TIERRAS COLOMBIANAS,"5408 ROOSEVELT AVE,QUEENS NY,11377"
MIS ANGELITOS BAKERY,"4003 5TH AVE,BROOKLYN NY,11232"
MIRRORS ON GRAND,"284 GRAND AVENUE,BROOKLYN NY,11238"
MIRIAM,"79 5 AVENUE,BROOKLYN NY,11217"
MIRELI RESTAURANT,"1122 WESTCHESTER AVE,BRONX NY,10459"
MIRCH MASALA,"95 MACDOUGAL ST,MANHATTAN NY,10012"
MIRANDA RESTAURANT,"80 BERRY STREET,BROOKLYN NY,11249"
MIRAMAR,"21 SOUTH END AVENUE,MANHATTAN NY,10280"
MIRAGE KITCHEN,"100 7TH AVE S,MANHATTAN NY,10014"
MIRAGE KITCHEN,"455 PARK AVE S,MANHATTAN NY,10016"
MIRAGE DINER RESTAURAUNT,"717 KINGS HIGHWAY,BROOKLYN NY,11223"
MIRADOR RESTAURANT,"44 W KINGSBRIDGE RD,BRONX NY,10468"
MIRACALI III,"8028 BAXTER AVENUE,QUEENS NY,11373"
MIRACALI BAKERY #1,"4558 46 STREET,QUEENS NY,11377"
MIRACALI BAKERY,"7604 ROOSEVELT AVENUE,QUEENS NY,11372"
MIRA SUSHI,"46 WEST   22 STREET,MANHATTAN NY,10010"
MINUS5 ICE BAR,"1335 AVENUE OF AMERICAS,MANHATTAN NY,10019"
MINUS 5 ICE LOUNGE,"1335 AVENUE OF THE AMERICAS,MANHATTAN NY,10019"
MINT'S THAI KITCHEN,"7015 AUSTIN STREET,QUEENS NY,11375"
MINT,"150 EAST   50 STREET,MANHATTAN NY,10022"
MINT,"535 KINGS HIGHWAY,BROOKLYN NY,11223"
MINSKOFF THEATER,"200 WEST   45 STREET,MANHATTAN NY,10036"
MINNOW,"0 LA GUARDIA AIRPORT,QUEENS NY,11369"
MINNI SHABU SHABU,"13617 38 AVENUE,QUEENS NY,11354"
MINITALIA PIZZERIA,"6625 FRESH POND ROAD,QUEENS NY,11385"
MINI THAI CAFE,"105 AVENUE A,MANHATTAN NY,10009"
MINI STAR RESTAURANT,"3002 STEINWAY STREET,QUEENS NY,11103"
MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,"9454 CORONA AVENUE,QUEENS NY,11373"
MINI PICANTERIA EL GUAYAQUILENO II,"9551 ROOSEVELT AVENUE,QUEENS NY,11372"
MINI PICANTERIA EL GUAYAQUILENO,"3317 JUNCTION BLVD,QUEENS NY,11372"
MINI EXPRESS,"1418 ELIZABETH STREET,MANHATTAN NY,10013"
MINI BAR,"482 COURT STREET,BROOKLYN NY,11231"
MINHUI SNACK,"5919 7 AVENUE,BROOKLYN NY,11220"
MINGLES,"13018 101 AVENUE,QUEENS NY,11419"
MINGLES,"4012 BOSTON ROAD,BRONX NY,10475"
MING'S RESTAURANT,"413415 9 AVENUE,MANHATTAN NY,10001"
MING'S GREAT WALL KITCHEN,"2049 WILLIAMSBRIDGE ROAD,BRONX NY,10461"
MING'S DELIGHT,"594 3 AVENUE,MANHATTAN NY,10016"
MING XING BBQ RESTAURANT,"3514 FARRINGTON STREET,QUEENS NY,11354"
MING XIA ZHU,"37 B ALLEN ST,MANHATTAN NY,10002"
MING WONG RESTAURANT,"29 WEST BURNSIDE AVENUE,BRONX NY,10453"
MING WOK KITCHEN,"8418 A NORTHERN BOULEVARD,QUEENS NY,11372"
MING STAR CHINESE RESTAURANT,"8916 NORTHERN BLVD,QUEENS NY,11372"
MING LIANG KITCHEN,"236 E GUN HILL RD,BRONX NY,10467"
MING GARDEN RESTAURANT INC,"1475 TAYLOR AVE,BRONX NY,10460"
MINETTA TAVERN,"113 MACDOUGAL STREET,MANHATTAN NY,10012"
MINETTA LANE THEATER,"18 MINETTA LANE,MANHATTAN NY,10012"
MINERVA,"302-304 W 4TH ST,MANHATTAN NY,10014"
MINCA RAMEN FACTORY,"536 EAST    5 STREET,MANHATTAN NY,10009"
MINAR INDIAN RESTAURANT,"5 WEST   31 STREET,MANHATTAN NY,10001"
MINAR INDIAN RESTAURANT,"138 WEST   46 STREET,MANHATTAN NY,10036"
MINAMOTO KITCHOAN,"509 MADISON AVE,MANHATTAN NY,10022"
MINA'S PIZZA,"19819 HOLLIS AVENUE,QUEENS NY,11412"
MIN JIANG MINI CAFE,"67 ELDRIDGE ST,MANHATTAN NY,10002"
MIN GOLDEN WOK,"1770 AMSTERDAM AVE,MANHATTAN NY,10031"
MIMOSA,"253271 SHERMAN AVENUE,MANHATTAN NY,10034"
MIMO BLEND,"987 LEXINGTON AVE,MANHATTAN NY,10021"
MIMIS RESTAURANT & BAR,"984 SECOND AVENUE,MANHATTAN NY,10022"
MIMI'S PIZZA,"1248 LEXINGTON AVENUE,MANHATTAN NY,10028"
MIMI'S HUMMUS,"1209 CORTELYOU ROAD,BROOKLYN NY,11218"
MIMI'S HUMMUS,"245 E 14TH ST,MANHATTAN NY,10003"
MIMI'S HUMMUS,"230 PARK AVE,MANHATTAN NY,10169"
Mimi Cheng's Dumplings,"179 2ND AVE,MANHATTAN NY,10003"
MIMI AND COCO NY,"92 RIVINGTON ST,MANHATTAN NY,10002"
MIMI,"185 SULLIVAN ST,MANHATTAN NY,10012"
MILOS CAFE,"146 WEST   57 STREET,MANHATTAN NY,10019"
MILON BANGLADESH & INDIAN RESTAURANT,"93 1 AVENUE,MANHATTAN NY,10003"
MILO'S YARD,"564 SENECA AVE,QUEENS NY,11385"
MILLY'S PIZZERIA,"834 BROADWAY,BROOKLYN NY,11206"
MILLY'S CORNER RESTAURANT AND BAR,"1129 LONGWOOD AVE,BRONX NY,10474"
MILLS TAVERN,"1409 MYRTLE AVENUE,BROOKLYN NY,11237"
MILLIE'S DELI,"1301 JACKSON AVENUE,QUEENS NY,11101"
MILLESIME,"92 MADISON AVENUE,MANHATTAN NY,10016"
MILLER'S NEAR & FAR,"65 RIVINGTON STREET,MANHATTAN NY,10002"
MILLER'S ALE HOUSE,"6135 JUNCTION BOULEVARD,QUEENS NY,11374"
MILLER'S ALE HOUSE,"2883 RICHMOND AVENUE,STATEN ISLAND NY,10314"
MILLENIUM HILTON,"55 CHURCH STREET,MANHATTAN NY,10007"
MILLEFEUILLE BAKERY CAFE,"552 LAGUARDIA PLACE,MANHATTAN NY,10012"
MILLE-FEUILLE BAKERY,"2175 BROADWAY,MANHATTAN NY,10024"
MILLARD FILLMORES TAVERN,"16602 65 AVENUE,QUEENS NY,11365"
MILL KOREAN RESTAURANT,"2895 BROADWAY,MANHATTAN NY,10025"
MILL BASIN KOSHER DELI,"5823 AVENUE T,BROOKLYN NY,11234"
MILL BASIN BAGEL CAFE,"6319 AVENUE N,BROOKLYN NY,11234"
MILKFLOWER,"3412 31ST AVE,QUEENS NY,11106"
MILK RIVER CAFE,"960 ATLANTIC AVE,BROOKLYN NY,11238"
MILK N' HONEY,"160 BROADWAY,MANHATTAN NY,10038"
MILK N' HONEY,"22 W 45TH ST,MANHATTAN NY,10036"
MILK BURGER EXPRESS,"2051 2 AVENUE,MANHATTAN NY,10029"
MILK BAR,"620 VANDERBILT AVENUE,BROOKLYN NY,11238"
MILK AND ROSES,"1110 MANHATTAN AVENUE,BROOKLYN NY,11222"
MILK & PULL CAFE,"181 IRVING AVE,BROOKLYN NY,11237"
MILK & PULL,"778 SENECA AVE,QUEENS NY,11385"
MILK & HONEY CAFE,"1119 NEWKIRK AVE,BROOKLYN NY,11230"
MILK & COOKIES BAKERY,"19 COMMERCE STREET,MANHATTAN NY,10014"
MILES,"101 WILSON AVENUE,BROOKLYN NY,11237"
