"","V1","V2","long","lat"
"263","MIRELI RESTAURANT","1122 WESTCHESTER AVE,BRONX NY,10459",-73.889913,40.8254639
"264","MIRCH MASALA","95 MACDOUGAL ST,MANHATTAN NY,10012",-74.0011232,40.7295261
"265","MIRANDA RESTAURANT","80 BERRY STREET,BROOKLYN NY,11249",-73.9579344,40.7199172
"266","MIRAMAR","21 SOUTH END AVENUE,MANHATTAN NY,10280",-74.017826,40.7081823
"267","MIRAGE KITCHEN","100 7TH AVE S,MANHATTAN NY,10014",-74.0034275,40.7329801
"268","MIRAGE KITCHEN","455 PARK AVE S,MANHATTAN NY,10016",-73.982638,40.7448917
"269","MIRAGE DINER RESTAURAUNT","717 KINGS HIGHWAY,BROOKLYN NY,11223",-73.9650514,40.6065828
"270","MIRADOR RESTAURANT","44 W KINGSBRIDGE RD,BRONX NY,10468",-73.8994406,40.867681
"271","MIRACALI III","8028 BAXTER AVENUE,QUEENS NY,11373",-73.8844265,40.7447175
"272","MIRACALI BAKERY #1","4558 46 STREET,QUEENS NY,11377",-73.9191698,40.7413797
"273","MIRACALI BAKERY","7604 ROOSEVELT AVENUE,QUEENS NY,11372",-73.8799078,40.7480782
"274","MIRA SUSHI","46 WEST   22 STREET,MANHATTAN NY,10010",-73.9924579,40.7416984
"275","MINUS5 ICE BAR","1335 AVENUE OF AMERICAS,MANHATTAN NY,10019",-73.9791676,40.762358
"276","MINUS 5 ICE LOUNGE","1335 AVENUE OF THE AMERICAS,MANHATTAN NY,10019",-73.9791676,40.762358
"277","MINT'S THAI KITCHEN","7015 AUSTIN STREET,QUEENS NY,11375",-73.8461453,40.7208692
"278","MINT","150 EAST   50 STREET,MANHATTAN NY,10022",-73.9715473,40.7558688
"279","MINT","535 KINGS HIGHWAY,BROOKLYN NY,11223",-73.9696327,40.6046854
"280","MINSKOFF THEATER","200 WEST   45 STREET,MANHATTAN NY,10036",-73.9860017,40.7578273
"281","MINNOW","0 LA GUARDIA AIRPORT,QUEENS NY,11369",-73.8739659,40.7769271
"282","MINNI SHABU SHABU","13617 38 AVENUE,QUEENS NY,11354",-73.8301349,40.7611475
"283","MINITALIA PIZZERIA","6625 FRESH POND ROAD,QUEENS NY,11385",-73.8950744,40.7021771
"284","MINI THAI CAFE","105 AVENUE A,MANHATTAN NY,10009",-73.9839278,40.725933
"285","MINI STAR RESTAURANT","3002 STEINWAY STREET,QUEENS NY,11103",-73.9152218,40.7638592
"286","MINI PICANTERIA EL GUAYAQUILENO RESTAURANT","9454 CORONA AVENUE,QUEENS NY,11373",-73.8682799,40.7420176
"287","MINI PICANTERIA EL GUAYAQUILENO II","9551 ROOSEVELT AVENUE,QUEENS NY,11372",-73.8700438,40.7492865
"288","MINI PICANTERIA EL GUAYAQUILENO","3317 JUNCTION BLVD,QUEENS NY,11372",-73.8730614,40.7562436
"289","MINI EXPRESS","1418 ELIZABETH STREET,MANHATTAN NY,10013",-73.9963487,40.7176148
"290","MINI BAR","482 COURT STREET,BROOKLYN NY,11231",-73.9984672,40.6774603
"291","MINHUI SNACK","5919 7 AVENUE,BROOKLYN NY,11220",-74.011584,40.6369625
"292","MINGLES","13018 101 AVENUE,QUEENS NY,11419",-73.816427,40.69239
"293","MINGLES","4012 BOSTON ROAD,BRONX NY,10475",-73.8321707,40.8837986
"294","MING'S RESTAURANT","413415 9 AVENUE,MANHATTAN NY,10001",-73.996734,40.7528357
"295","MING'S GREAT WALL KITCHEN","2049 WILLIAMSBRIDGE ROAD,BRONX NY,10461",-73.8555381,40.8550296
"296","MING'S DELIGHT","594 3 AVENUE,MANHATTAN NY,10016",-73.976173,40.7488254
"297","MING XING BBQ RESTAURANT","3514 FARRINGTON STREET,QUEENS NY,11354",-73.831868,40.7639179
"298","MING XIA ZHU","37 B ALLEN ST,MANHATTAN NY,10002",-73.9922266,40.7161762
"299","MING WONG RESTAURANT","29 WEST BURNSIDE AVENUE,BRONX NY,10453",-73.9087571,40.8539355
"300","MING WOK KITCHEN","8418 A NORTHERN BOULEVARD,QUEENS NY,11372",-73.8827715,40.7556199
"301","MING STAR CHINESE RESTAURANT","8916 NORTHERN BLVD,QUEENS NY,11372",-73.8781477,40.7560467
"302","MING LIANG KITCHEN","236 E GUN HILL RD,BRONX NY,10467",-73.8765052,40.8798749
"303","MING GARDEN RESTAURANT INC","1475 TAYLOR AVE,BRONX NY,10460",-73.866655,40.837397
"304","MINETTA TAVERN","113 MACDOUGAL STREET,MANHATTAN NY,10012",-74.0007368,40.7299987
"305","MINETTA LANE THEATER","18 MINETTA LANE,MANHATTAN NY,10012",-74.0011895,40.7304676
"306","MINERVA","302-304 W 4TH ST,MANHATTAN NY,10014",-74.0038618,40.7370401
"307","MINCA RAMEN FACTORY","536 EAST    5 STREET,MANHATTAN NY,10009",-73.982949,40.723998
"308","MINAR INDIAN RESTAURANT","5 WEST   31 STREET,MANHATTAN NY,10001",-73.9864094,40.7469611
"309","MINAR INDIAN RESTAURANT","138 WEST   46 STREET,MANHATTAN NY,10036",-73.9840298,40.7578803
"310","MINAMOTO KITCHOAN","509 MADISON AVE,MANHATTAN NY,10022",-73.9740761,40.7592786
"311","MINA'S PIZZA","19819 HOLLIS AVENUE,QUEENS NY,11412",-73.7555245,40.7063924
"312","MIN JIANG MINI CAFE","67 ELDRIDGE ST,MANHATTAN NY,10002",-73.992888,40.7167127
"313","MIN GOLDEN WOK","1770 AMSTERDAM AVE,MANHATTAN NY,10031",-73.9466997,40.8270071
"314","MIMOSA","253271 SHERMAN AVENUE,MANHATTAN NY,10034",-73.9219079,40.8651443
"315","MIMO BLEND","987 LEXINGTON AVE,MANHATTAN NY,10021",-73.9624249,40.7698491
"316","MIMIS RESTAURANT & BAR","984 SECOND AVENUE,MANHATTAN NY,10022",-73.9672945,40.7561212
"317","MIMI'S PIZZA","1248 LEXINGTON AVENUE,MANHATTAN NY,10028",-73.9565893,40.7784846
"318","MIMI'S HUMMUS","1209 CORTELYOU ROAD,BROOKLYN NY,11218",-73.966759,40.6403317
"319","MIMI'S HUMMUS","245 E 14TH ST,MANHATTAN NY,10003",-73.9851719,40.7326654
"320","MIMI'S HUMMUS","230 PARK AVE,MANHATTAN NY,10169",-73.9761194,40.7543951
"321","Mimi Cheng's Dumplings","179 2ND AVE,MANHATTAN NY,10003",-73.9863043,40.7307728
"322","MIMI AND COCO NY","92 RIVINGTON ST,MANHATTAN NY,10002",-73.9886687,40.7203174
"323","MIMI","185 SULLIVAN ST,MANHATTAN NY,10012",-74.0006612,40.7283483
"324","MILOS CAFE","146 WEST   57 STREET,MANHATTAN NY,10019",-73.9792586,40.7648614
"325","MILON BANGLADESH & INDIAN RESTAURANT","93 1 AVENUE,MANHATTAN NY,10003",-73.9865701,40.7262841
"326","MILO'S YARD","564 SENECA AVE,QUEENS NY,11385",-73.9109255,40.7045986
"327","MILLY'S PIZZERIA","834 BROADWAY,BROOKLYN NY,11206",-73.9393475,40.6990271
"328","MILLY'S CORNER RESTAURANT AND BAR","1129 LONGWOOD AVE,BRONX NY,10474",-73.892902,40.814868
"329","MILLS TAVERN","1409 MYRTLE AVENUE,BROOKLYN NY,11237",-73.920146,40.6987979
"330","MILLIE'S DELI","1301 JACKSON AVENUE,QUEENS NY,11101",-73.9498781,40.7442839
"331","MILLESIME","92 MADISON AVENUE,MANHATTAN NY,10016",-73.9856336,40.7445722
"332","MILLER'S NEAR & FAR","65 RIVINGTON STREET,MANHATTAN NY,10002",-73.9901841,40.7205154
"333","MILLER'S ALE HOUSE","6135 JUNCTION BOULEVARD,QUEENS NY,11374",-73.8635717,40.7333304
"334","MILLER'S ALE HOUSE","2883 RICHMOND AVENUE,STATEN ISLAND NY,10314",-74.1694021,40.5751388
"335","MILLENIUM HILTON","55 CHURCH STREET,MANHATTAN NY,10007",-74.0103057,40.7111618
"336","MILLEFEUILLE BAKERY CAFE","552 LAGUARDIA PLACE,MANHATTAN NY,10012",-73.9982843,40.7291553
"337","MILLE-FEUILLE BAKERY","2175 BROADWAY,MANHATTAN NY,10024",-73.9811603,40.782425
"338","MILLARD FILLMORES TAVERN","16602 65 AVENUE,QUEENS NY,11365",-73.802701,40.736441
"339","MILL KOREAN RESTAURANT","2895 BROADWAY,MANHATTAN NY,10025",-73.9658571,40.8061666
"340","MILL BASIN KOSHER DELI","5823 AVENUE T,BROOKLYN NY,11234",-73.9182517,40.6157443
"341","MILL BASIN BAGEL CAFE","6319 AVENUE N,BROOKLYN NY,11234",-73.9163708,40.6194187
"342","MILKFLOWER","3412 31ST AVE,QUEENS NY,11106",-73.9207925,40.7628016
"343","MILK RIVER CAFE","960 ATLANTIC AVE,BROOKLYN NY,11238",-73.9623731,40.6804031
"344","MILK N' HONEY","160 BROADWAY,MANHATTAN NY,10038",-74.0099748,40.7093724
"345","MILK N' HONEY","22 W 45TH ST,MANHATTAN NY,10036",-73.9807393,40.7557625
"346","MILK BURGER EXPRESS","2051 2 AVENUE,MANHATTAN NY,10029",-73.943071,40.790294
"347","MILK BAR","620 VANDERBILT AVENUE,BROOKLYN NY,11238",-73.968954,40.67789
"348","MILK AND ROSES","1110 MANHATTAN AVENUE,BROOKLYN NY,11222",-73.9550825,40.7364097
"349","MILK & PULL CAFE","181 IRVING AVE,BROOKLYN NY,11237",-73.919425,40.7021176
"350","MILK & PULL","778 SENECA AVE,QUEENS NY,11385",-73.9060665,40.7017121
"351","MILK & HONEY CAFE","1119 NEWKIRK AVE,BROOKLYN NY,11230",-73.9661257,40.6341969
"352","MILK & COOKIES BAKERY","19 COMMERCE STREET,MANHATTAN NY,10014",-74.0043993,40.7318082
"353","MILES","101 WILSON AVENUE,BROOKLYN NY,11237",-73.9270237,40.7016679
"354","MILENIO RESTAURANT BAR INC","9707 37TH AVE,QUEENS NY,11368",-73.8696184,40.7520325
"355","MILENIO BAKERY","2030 THIRD AVE,MANHATTAN NY,10029",-73.9422802,40.7952754
"356","MILE END SANDWICH","53 BOND STREET,MANHATTAN NY,10012",-73.9927614,40.7257253
"357","MILE END","97A HOYT STREET,BROOKLYN NY,11217",-73.9869829,40.6875009
"358","MILE 17","1446 1ST AVE,MANHATTAN NY,10021",-73.9542205,40.7698197
"359","MILCHIG BP","4305 12 AVENUE,BROOKLYN NY,11219",-73.9907818,40.6393931
"360","MILBANK TWEED HADLEY & MCCLOY","1 CHASE MANHATTAN PLAZA,MANHATTAN NY,10005",-74.0088936,40.7078306
"361","MILANO'S PIZZERIA","2255 2 AVENUE,MANHATTAN NY,10029",-73.9381623,40.7968964
"362","MILANO'S BAR","51 EAST HOUSTON STREET,MANHATTAN NY,10012",-73.9946193,40.7245547
"363","MILANES SPANISH RESTAURANT","168 WEST   25 STREET,MANHATTAN NY,10001",-73.994443,40.7450695
"364","MILAN SPORTS BAR","7311 METROPOLITAN AVENUE,QUEENS NY,11379",-73.8789383,40.7129412
"365","MILA CAFE","694 COLUMBUS AVENUE,MANHATTAN NY,10025",-73.9689253,40.7914849
"366","MIKROM DELI RESTAURANT CORP","10013 FOSTER AVE,BROOKLYN NY,11236",-73.903184,40.650258
"367","MIKNIC LOUNGE","200 COLUMBIA STREET,BROOKLYN NY,11231",-74.0028594,40.6853315
"368","MIKEY'S","134 LUDLOW STREET,MANHATTAN NY,10002",-73.9880564,40.7202447
"369","MIKEY BAGELS","7420 AMBOY ROAD,STATEN ISLAND NY,10307",-74.2438181,40.5098434
"370","MIKES PIZZA","758 NOSTRAND AVE,BROOKLYN NY,11216",-73.9505189,40.6727987
"371","MIKES PIZZA","415 SECOND AVENUE,MANHATTAN NY,10010",-73.9807581,40.7384515
"372","MIKES PIZZA","7175 YELLOWSTONE BOULEVARD,QUEENS NY,11375",-73.855048,40.720626
"373","MIKES OLYMPIC GRILL","1637 FOREST AVENUE,STATEN ISLAND NY,10302",-74.143268,40.625175
"374","MIKES DELI","9510 4TH AVE,BROOKLYN NY,11209",-74.0315058,40.6158315
"375","MIKE'S UNICORN DINER","2944 VICTORY BOULEVARD,STATEN ISLAND NY,10314",-74.1606578,40.6071082
"376","MIKE'S TAVERN","8814 LIBERTY AVENUE,QUEENS NY,11417",-73.8433585,40.6805718
"377","MIKE'S PUB","7919 JAMAICA AVENUE,QUEENS NY,11421",-73.8514729,40.6939302
"378","MIKE'S PLACE","4677 HYLAN BOULEVARD,STATEN ISLAND NY,10312",-74.1624824,40.5291504
"379","MIKE'S PLACE","355 NEW DORP LANE,STATEN ISLAND NY,10306",-74.1106297,40.5712094
"380","MIKE'S PIZZA OF BROOKLYN","2026 BEDFORD AVENUE,BROOKLYN NY,11226",-73.9565715,40.6553374
"381","MIKE'S PIZZA","3937 30 STREET,QUEENS NY,11101",-73.9377066,40.7429311
"382","MIKE'S PIZZA","905 MYRTLE AVENUE,BROOKLYN NY,11206",-73.9465825,40.6958681
"383","MIKE'S OAKWOOD DINER","3161 AMBOY ROAD,STATEN ISLAND NY,10306",-74.1332969,40.5641197
"384","MIKE'S NOODLE HOUSE","80 NASSAU STREET,MANHATTAN NY,10038",-74.0079555,40.7098525
"385","MIKE'S ISLAND GRILL RESTAURANT","326 EAST 98 STREET,BROOKLYN NY,11212",-73.9173952,40.6598586
"386","MIKE'S DONUTS","6822 5 AVENUE,BROOKLYN NY,11220",-74.0211129,40.6337396
"387","MIKE'S DINER","2237 31ST ST,QUEENS NY,11105",-73.9125463,40.7745704
"388","MIKE'S DINER","630 UTICA AVENUE,BROOKLYN NY,11203",-73.9313182,40.6580717
"389","MIKE'S COFFEE SHOP","3812 20 AVENUE,QUEENS NY,11105",-73.9021935,40.7765734
"390","MIKE'S COFFEE SHOP","328 DEKALB AVENUE,BROOKLYN NY,11205",-73.9653276,40.6896352
"391","MIKE'S COFFEE SHOP","44 EAST   32 STREET,MANHATTAN NY,10016",-73.9829266,40.7458466
"392","MIKE'S CAFETERIA","2556 MCDONALD AVENUE,BROOKLYN NY,11223",-73.9741682,40.590448
"393","MIKE'S BISTRO","127 E 54TH ST,MANHATTAN NY,10022",-73.9710257,40.7594553
"394","MIKE'S BAGELS","4003 BROADWAY,MANHATTAN NY,10032",-73.9398839,40.8414354
"395","MIKE DADDY'S PIZZA","449 7TH AVENUE,BROOKLYN NY,11215",-73.9846522,40.6628562
"396","MIKE & MAGGIE'S PIZZERIA","1527 149 STREET,QUEENS NY,11357",-73.816047,40.7863526
"397","MIKAKU","85 KENMARE ST,MANHATTAN NY,10012",-73.9967653,40.7214425
"398","MIKADO BISTRO","525 6 AVENUE,MANHATTAN NY,10011",-73.997238,40.737274
"399","MIKA JAPANESE CUISINE & BAR","150 CENTRE STREET,MANHATTAN NY,10013",-74.0002331,40.7174105
"400","MIJANA LOUNGE RESTAURANT & BAR","2366 STEINWAY ST,QUEENS NY,11105",-73.9102309,40.7697955
"401","MIGUELINA CUCHIFRITOS","1731 DR MARTIN L KING JR BOULEVARD,BRONX NY,10453",-73.9165617,40.8498417
"402","MIGUEL'S JAMAICAN WEST INDIAN RESTAURANT","2315 STRAUSS STREET,BROOKLYN NY,11212",-73.9130419,40.6570222
"403","MIGLINO'S BRICK OVEN PIZZA","6833 AMBOY ROAD,STATEN ISLAND NY,10309",-74.2298142,40.5192284
"404","MIGHTY QUINN'S BBQ","1492 2ND AVE,MANHATTAN NY,10075",-73.955461,40.7723243
"405","MIGHTY QUINN'S BBQ","899 BERGEN ST,BROOKLYN NY,11238",-73.9571563,40.6774542
"406","MIGHTY QUINN'S BBQ","75 GREENWICH AVE,MANHATTAN NY,10014",-74.0014332,40.7367065
"407","MIGHTY QUINN'S BBQ","225 LIBERTY ST,MANHATTAN NY,10281",-74.0152654,40.7119835
"408","MIGHTY QUINN'S BARBEQUE","103 2 AVENUE,MANHATTAN NY,10003",-73.9886284,40.7275688
"409","MIGDALIA PLACE","190 THROOP AVENUE,BROOKLYN NY,11206",-73.944343,40.698466
"410","MIDWOOD FLATS","577 FLATBUSH AVE,BROOKLYN NY,11225",-73.9604088,40.6596342
"411","MIDWAY CINEMAS","10822 QUEENS BOULEVARD,QUEENS NY,11375",-73.8370728,40.7181325
"412","MIDWAY BAR","272 GRAND STREET,BROOKLYN NY,11211",-73.9582011,40.7130609
"413","MIDTOWN RESTAURANT","155 EAST   55 STREET,MANHATTAN NY,10022",-73.9690693,40.7594505
"414","MIDNIGHT EXPRESS","1715 2 AVENUE,MANHATTAN NY,10128",-73.9505899,40.7797888
"415","MIDDLE LIFE COFFEE TEA HOUSE","13621 ROOSEVELT AVE,QUEENS NY,11354",-73.8293584,40.7600049
"416","MIDDLE BRANCH","154 EAST   33 STREET,MANHATTAN NY,10016",-73.9794616,40.7452845
"417","MIDANG","7514 BROADWAY,QUEENS NY,11373",-73.890003,40.7458972
"418","MID WINTER KITCHEN","327 2ND AVE,MANHATTAN NY,10003",-73.9829477,40.7354179
"419","MID CHINA","9409 5 AVENUE,BROOKLYN NY,11209",-74.0304529,40.6161302
"420","MICKEY'S PLACE","4017 BELL BOULEVARD,QUEENS NY,11361",-73.7708157,40.7638172
"421","MICKEY SPILLANE'S HELL'S KITCHEN NYC","350 WEST   49 STREET,MANHATTAN NY,10019",-73.9891737,40.7626338
"422","MICHELY DELI & FOOD MARKET","169 W TREMONT AVE,BRONX NY,10453",-73.915688,40.851096
"423","MICHELLE'S DELI AND COFFEE SHOP","184-01 JAMAICA AVENUE,QUEENS NY,11423",-73.7760441,40.7093175
"424","MICHELLE'S COCKTAIL LOUNGE","2294 BEDFORD AVENUE,BROOKLYN NY,11226",-73.9560095,40.6477533
"425","MICHELLE RESTAURANT","125 AVENUE D,MANHATTAN NY,10009",-73.9760039,40.7241446
"426","MICHELANGELO'S PIZZA","860 POST AVENUE,STATEN ISLAND NY,10310",-74.1296711,40.6308053
"427","MICHAELANGELO'S RESTAURANT","2911 23 AVENUE,QUEENS NY,11105",-73.913251,40.774977
"428","MICHAEL'S RESTAURANT","2929 AVENUE R,BROOKLYN NY,11229",-73.9428935,40.6076206
"429","MICHAEL'S RESTAURANT","3317 BROADWAY,QUEENS NY,11106",-73.9230271,40.7610872
"430","MICHAEL'S PASTRY SHOP","2923 AVENUE R,BROOKLYN NY,11229",-73.9434279,40.6075775
"431","MICHAEL'S MEATBALLS & MARTINIS","1816 HYLAN BLVD,STATEN ISLAND NY,10305",-74.0935987,40.5846666
"432","MICHAEL'S CAFE","2705 39 AVENUE,QUEENS NY,11101",-73.9356362,40.754387
"433","MICHAEL'S","24 WEST   55 STREET,MANHATTAN NY,10019",-73.9764139,40.7620899
"434","MICHAEL JORDAN'S STEAK HOUSE (GRAND CENTRAL STATION)","23 VANDERBILT AVENUE,MANHATTAN NY,10017",-73.9778606,40.7531358
"435","MICHAEL ANGELO'S BRICK OVEN","2477 ARTHUR AVENUE,BRONX NY,10458",-73.8862988,40.8573484
"436","MICHAEL AND SONS PIZZA","9102 4TH AVE,BROOKLYN NY,11209",-74.0301071,40.6191609
"437","MICHAEL & SONS ITALIAN FOOD & PIZZA","19213 47 AVENUE,QUEENS NY,11358",-73.788325,40.752124
"438","MICHAEL & PING'S MODERN CHINESE TAKE-OUT","437 3 AVENUE,BROOKLYN NY,11215",-73.9901426,40.6720849
"439","MIANSAI","33 CROSBY STREET,MANHATTAN NY,10013",-73.9992975,40.7208083
"440","MIAN NOODLE BAR","18402 HORACE HARDING EXPY,QUEENS NY,11365",-73.7897169,40.7395579
"441","MIA'S PIZZERIA & RESTAURANT","8424 13TH AVE,BROOKLYN NY,11228",-74.0134756,40.6148829
"442","MIA'S BAKERY","139 SMITH ST,BROOKLYN NY,11201",-73.9900343,40.6869858
"443","MIA PIZZA","2417 DITMARS BOULEVARD,QUEENS NY,11105",-73.9143902,40.7790622
"444","MIA HALAL FOOD","10507 CROSSBAY BOULEVARD,QUEENS NY,11417",-73.844405,40.6800744
"445","MIA CHEF GELATERIA","379 3 AVENUE,MANHATTAN NY,10016",-73.9809692,40.741423
"446","MIA","1506 ST NICHOLAS AVENUE,MANHATTAN NY,10033",-73.931461,40.851859
"447","MI-TEA","7104 3RD AVE,BROOKLYN NY,11209",-74.027024,40.6340999
"448","MI-NIDO TAVERN","148 NAGLE AVENUE,MANHATTAN NY,10040",-73.9255292,40.86156
"449","MI VIEJO SAN JUAN","2920 BRUCKNER BLVD,BRONX NY,10465",-73.827237,40.83314
"450","MI TIERRA ECUATORIANA","386 LEONARD STREET,BROOKLYN NY,11211",-73.9483316,40.71804
"451","MI TIERRA COFFEE SHOP","5406 ROOSEVELT AVE,QUEENS NY,11377",-73.9103499,40.7445811
"452","MI TACO SANTANA","301 KEAP ST,BROOKLYN NY,11211",-73.9555303,40.7078863
"453","MI SUENO RESTAURANT","152 WEST FORDHAM ROAD,BRONX NY,10468",-73.90789,40.8625865
"454","MI SABOR CAFE","920 BROADWAY,BROOKLYN NY,11206",-73.9361014,40.6972104
"455","MI RINCONCITO RESTAURANTE","131 E 169TH ST,BRONX NY,10452",-73.9167351,40.8368634
"456","MI RANCHITO MEXICAN RESTAURANT","1468 ST NICHOLAS AVENUE,MANHATTAN NY,10033",-73.932304,40.850705
"457","MI PUEBLITO BAKERY/COMIDA TIPICA MEXICANA","111 EAST  167 STREET,BRONX NY,10452",-73.918813,40.835208
"458","MI PUEBLITA BAKERY","781 CONEY ISLAND AVE,BROOKLYN NY,11218",-73.968222,40.638415
"459","MI PEQUENO RANCHITO","4614 NEW UTRECHT AVENUE,BROOKLYN NY,11219",-73.9946209,40.6388959
"460","MI PEQUENO EL SALVADOR RESTAURANT","9416 37 AVENUE,QUEENS NY,11372",-73.8723931,40.7508817
"461","MI PEQUENA CHOLULA DELI RESTAURANTE","1481 MYRTLE AVENUE,BROOKLYN NY,11237",-73.9164759,40.6991745
"462","MI PASO CENTRO AMERICANO RESTAURANT","4129 BROADWAY,MANHATTAN NY,10033",-73.9388079,40.8457156
"463","MI PALENQUE","524 BROOK AVENUE,BRONX NY,10455",-73.9148796,40.8144339
"464","MI OTRA CASA REST BAR","91-06 43RD AVENUE,QUEENS NY,11373",-73.8741447,40.7432603
"465","MI NUEVO RANCHO BAR & RESTAURANT","4320 GREENPOINT AVENUE,QUEENS NY,11104",-73.921299,40.7409739
"466","MI NIDITO","789 9 AVENUE,MANHATTAN NY,10019",-73.9880698,40.7652022
"467","MI MEXICO LINDO","587 SOUTHERN BLVD,BRONX NY,10455",-73.9024137,40.8127694
"468","MI LINDO SAN MIGUELITO","257 W 231ST ST,BRONX NY,10463",-73.9067391,40.8800922
"469","MI GARBA","129 4TH AVE,MANHATTAN NY,10003",-73.9897488,40.7332663
"470","MI ESTRELLA RESTAURANT","8819 ROOSEVELT AVENUE,QUEENS NY,11372",-73.8763065,40.7484626
"471","MI ESPIGUITA","3244 31ST ST,QUEENS NY,11106",-73.9265292,40.7609386
"472","MI DULCE PASTELERIA","1365A SHERIDAN AVE,BRONX NY,10456",-73.913452,40.83785
"473","MI CASTILLO RESTAURANT","4316 4 AVENUE,BROOKLYN NY,11232",-74.00914,40.650217
"474","MI CASITA RESTARANT","1484 AMSTERDAM AVENUE,MANHATTAN NY,10031",-73.9533015,40.8179401
"475","MI CASITA BORIQUENA","265 GRAHAM AVE,BROOKLYN NY,11206",-73.9440691,40.7112091
"476","MI CASITA BAKERY","10908 NORTHERN BLVD,QUEENS NY,11368",-73.8599675,40.7576246
"477","MI CASA SU CASA","1852 WESTCHESTER AVENUE,BRONX NY,10472",-73.8638353,40.8323282
"478","MI CASA RESTAURANT","11620 JAMAICA AVENUE,QUEENS NY,11418",-73.832609,40.699166
"479","MI CASA BAKERY & COFFEE SHOP","2031 GRAND CONCOURSE,BRONX NY,10453",-73.9043823,40.8520977
"480","MI CASA BAKERY","18 EAST  200 STREET,BRONX NY,10468",-73.8897066,40.8770171
"481","MI CASA BAKERY","936 MORRIS AVE,BRONX NY,10456",-73.9172021,40.8273664
"482","MI CASA BAKERY","58 WEST KINGSBRIDGE ROAD,BRONX NY,10468",-73.899801,40.8678083
"483","MI CANDILEJAS RESTAURANT","1509 MERMAID AVENUE,BROOKLYN NY,11224",-73.9830813,40.5770058
"484","MI CANDELA","31-31 STEINWAY STREET,QUEENS NY,11103",-73.9177579,40.7605059
"485","MI BOLIVIA RESTAURANT","4414 48 AVENUE,QUEENS NY,11377",-73.9202998,40.7376673
"486","MI BELLA PIAXTLA DELI & GROCERY","1904 BATH AVENUE,BROOKLYN NY,11214",-74.0038049,40.6024007
"487","MI BELLA DAMA RESTAURANT","296 KNICKERBOCKER AVENUE,BROOKLYN NY,11237",-73.9237398,40.7016524
"488","MI ARMADILLO GRANDE","1569 CASTLETON AVE,STATEN ISLAND NY,10302",-74.135243,40.6362669
"489","MGM FOXWOODS BAR","620 ATLANTIC AVENUE,BROOKLYN NY,11217",-73.9752822,40.6826571
"490","MG 54 CATERING HALL","1542 UNIVERSITY AVE,BRONX NY,10452",-73.9216757,40.845996
"491","MEZZROW","163 W 10TH ST,MANHATTAN NY,10014",-74.0019264,40.7345857
"492","MEZZOGIORNO","2791 BROADWAY,MANHATTAN NY,10025",-73.9680796,40.8027819
"493","MEZZALUNA","1295 THIRD AVENUE,MANHATTAN NY,10021",-73.9592566,40.7711518
"494","MEZQUITE","4506 30TH AVE,QUEENS NY,11103",-73.9108222,40.7618006
"495","MEZINI RESTAURANT","492 5 AVENUE,BROOKLYN NY,11215",-73.987797,40.6676947
"496","MEZETTO","205 ALLEN STREET,MANHATTAN NY,10002",-73.9890752,40.7227488
"497","MEZE","6601 13 AVENUE,BROOKLYN NY,11219",-74.002057,40.6251686
"498","MEZCULEROS  MEXICAN RESTAURANT","20 BRADLEY AVE,STATEN ISLAND NY,10314",-74.132595,40.611797
"499","MEZCALS RESTAURANT","223 5 AVENUE,BROOKLYN NY,11215",-73.9805517,40.6757723
"500","MEZCALS","1474 86 STREET,BROOKLYN NY,11228",-74.0101196,40.611491
"501","MEZCAL'S RESTAURANT","522 COURT STREET,BROOKLYN NY,11231",-73.9991768,40.6760994
"502","MEZCAL'S DOS RESTAURANT","7508 3 AVENUE,BROOKLYN NY,11209",-74.0281126,40.6312471
"503","MEZA PASTA & DELI","6410 NEW UTRECHT AVENUE,BROOKLYN NY,11219",-73.9977658,40.6243556
"504","MEXZZARELLA PIZZA","553 SOUNDVIEW AVE,BRONX NY,10473",-73.8612759,40.8164577
"505","MEXICUE","225 5TH AVE,MANHATTAN NY,10010",-73.9875777,40.7435938
"506","MEXICUE","345 7 AVENUE,MANHATTAN NY,10001",-73.9924049,40.7480212
"507","MEXICUE","1440 BROADWAY,MANHATTAN NY,10018",-73.9863665,40.7544048
"508","MEXICOZINA","444 EAST  149 STREET,BRONX NY,10455",-73.9158242,40.8150846
"509","MEXICOSINA","503 JACKSON AVENUE,BRONX NY,10455",-73.9097329,40.811954
"510","MEXICO MAGICO","1761 CROSBY AVENUE,BRONX NY,10461",-73.832319,40.8465581
"511","MEXICO LINDO RESTAURANT","459 2 AVENUE,MANHATTAN NY,10010",-73.9798359,40.7397989
"512","MEXICO EN LA PIEL","5904 5TH AVE,BROOKLYN NY,11220",-74.015969,40.640067
"513","MEXICO 2000 RESTAURANT","369 BROADWAY,BROOKLYN NY,11211",-73.954919,40.7076396
"514","MEXICANA DELI GROCERY","339 EAST  204 STREET,BRONX NY,10467",-73.8776973,40.872353
"515","MEXICAN TAMALES MARTITA","99 PORT RICHMOND AVE,STATEN ISLAND NY,10302",-74.1328265,40.638521
"516","MEXICAN RESTAURANT","1779 LEXINGTON AVENUE,MANHATTAN NY,10029",-73.9440693,40.7949208
"517","MEXICAN RADIO","19 CLEVELAND PLACE,MANHATTAN NY,10012",-73.9970593,40.7216047
"518","MEXICAN GRILL","341 HUNTS POINT TERMINAL MARKET,BRONX NY,10474",-73.8830701,40.8050442
