"","V1","V2","long","lat"
"258","NIALL'S ON 52ND","218 EAST   52 STREET,MANHATTAN NY,10022",-73.9690882,40.7565427
"259","NIAGARA/ LOVERS OF TODAY/ CABIN DOWN BELOW","112 AVENUE A,MANHATTAN NY,10009",-73.983406,40.7258722
"260","NI-NI'S CAFE","710 NEW DORP LANE,STATEN ISLAND NY,10306",-74.1003184,40.5655669
"261","NI-NA-AB RESTAURANT","87-82 &84 PARSONS BOULEVARD,QUEENS NY,11432",31.2574168,29.9555832
"262","NHA-TRANG CENTRE VIETNAM RESTAURANT","148 CENTRE STREET,MANHATTAN NY,10013",-74.000254,40.7172727
"263","NHA TRANG RESTAURANT","87 BAXTER STREET,MANHATTAN NY,10013",-73.9995707,40.7167191
"264","NHA MINH","485 MORGAN AVE,BROOKLYN NY,11222",-73.938565,40.721084
"265","NGON","169 PARK AVE,BROOKLYN NY,11205",-73.972758,40.6963379
"266","Ngam","99 3 AVENUE,MANHATTAN NY,10003",-73.987572,40.732268
"267","NFL-HUDDLE CAFE","345 PARK AVENUE,MANHATTAN NY,10010",-73.9847793,40.7417983
"268","NEXT DOOR RESTAURANT","813 W 187TH ST,MANHATTAN NY,10033",-73.9374537,40.8555257
"269","NEXT BAR & LOUNGE","43 MOTT STREET,MANHATTAN NY,10013",-73.99899,40.7152328
"270","NEWTOWN","55 WATERBURY STREET,BROOKLYN NY,11206",-73.937243,40.7090596
"271","NEWS BAR","107 UNIVERSITY PLACE,MANHATTAN NY,10003",-73.9922609,40.7341429
"272","NEWPORT FRIED CHICKEN","3680 NOSTRAND AVE,BROOKLYN NY,11229",-73.9409734,40.5942735
"273","NEWMAN AND LEVENTHAL CATERERS","50 EAST   87 STREET,MANHATTAN NY,10128",-73.9579203,40.7811271
"274","NEWKIRK FRUIT","17 NEWKIRK PLZ,BROOKLYN NY,11226",-73.9625882,40.6347936
"275","NEW ZHANG'S GARDEN","1661 ST JOHNS PLACE,BROOKLYN NY,11233",-73.9218033,40.6703937
"276","NEW YUNG HONG","2491 VICTORY BLVD,STATEN ISLAND NY,10314",-74.1459333,40.6103717
"277","NEW YUNG HONG","271 WEST KINGSBRIDGE ROAD,BRONX NY,10463",-73.9053067,40.873013
"278","NEW YUMMY TACO","1106 8TH AVE,BROOKLYN NY,11215",-73.9805663,40.6643839
"279","NEW YUMMY TACO","941 MANHATTAN AVENUE,BROOKLYN NY,11222",-73.9546752,40.7314051
"280","NEW YUMMY EXPRESS","16057 ROCKAWAY BLVD,QUEENS NY,11434",-73.7770536,40.6633874
"281","NEW YORKER HOTEL KITCHEN","481 8 AVENUE,MANHATTAN NY,10001",-73.9934785,40.7527038
"282","NEW YORK YANKEES MVP CLUB","1 E 161ST ST,BRONX NY,10451",-73.9265691,40.8288189
"283","NEW YORK YACHT CLUB","37 WEST   44 STREET,MANHATTAN NY,10036",-73.9815958,40.7557158
"284","NEW YORK VINTNERS","21 WARREN STREET,MANHATTAN NY,10007",-74.007903,40.7138732
"285","NEW YORK UNIVERSITY- HALL CAFE/ BURGER STUDIO","110 EAST   14 STREET,MANHATTAN NY,10003",-73.9891964,40.7337101
"286","NEW YORK UNIVERSITY - SNOW DINING","40 WASHINGTON SQUARE SOUTH,MANHATTAN NY,10012",-73.9994908,40.7305445
"287","NEW YORK UNIVERSITY - PALLADIUM FOOD COURT","140 EAST 14 STREET,MANHATTAN NY,10003",-73.9881809,40.7334856
"288","NEW YORK UNIVERSITY - LAW SCHOOL CAFE","245 SULLIVAN STREET,MANHATTAN NY,10012",-73.998924,40.730124
"289","NEW YORK UNIVERSITY - LAW SCHOOL","110 WEST THIRD STREET,MANHATTAN NY,10012",-73.9999854,40.7300989
"290","NEW YORK UNIVERSITY - KIMMEL STUDENT CENTER CAFETERIA","60 WASHINGTON SQUARE SOUTH,MANHATTAN NY,10012",-73.9978275,40.7299366
"291","NEW YORK UNIVERSITY - KIMMEL STUDENT CENTER (CATERING KITCHEN)","60 WASHINGTON SQUARE SOUTH,MANHATTAN NY,10012",-73.9978275,40.7299366
"292","NEW YORK UNIVERSITY - HAYDEN HALL","33 WASHINGTON SQUARE WEST,MANHATTAN NY,10011",-73.9995454,40.7316356
"293","NEW YORK UNIVERSITY - COURTYARD CAFE","75 3 AVENUE,MANHATTAN NY,10003",-73.9881904,40.7313942
"294","NEW YORK UNIVERSITY - COLLEGE OF DENTISTRY","345 EAST   24 STREET,MANHATTAN NY,10010",-73.9782152,40.7379477
"295","NEW YORK TIMES CAFE","620 8 AVENUE,MANHATTAN NY,10018",-73.9901119,40.7560866
"296","NEW YORK THAI GRILL  & SUSHI BAR","37 W 54TH ST,MANHATTAN NY,10019",-73.9773354,40.7620772
"297","NEW YORK SUSHI KO","91 CLINTON STREET,MANHATTAN NY,10002",-73.9855387,40.7186696
"298","NEW YORK STYLE EATS","4502 QUEENS BOULEVARD,QUEENS NY,11104",-73.9194256,40.7429194
"299","NEW YORK STOCK EXCHANGE EXECUTIVE SERVICES","11 WALL STREET,MANHATTAN NY,10005",-74.0113189,40.7068661
"300","NEW YORK STOCK EXCHANGE","11 WALL STREET,MANHATTAN NY,10005",-74.0113189,40.7068661
"301","NEW YORK SPORTS GRILL","0 JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"302","NEW YORK SPA & SAUNA CAFE","149-06 NORTHERN BLVD,QUEENS NY,11354",-73.8172745,40.7652976
"303","NEW YORK SOON DAE","15815 NORTHERN BLVD,QUEENS NY,11358",-73.8067969,40.7635724
"304","NEW YORK SHAKE & BURGER","14701 LIBERTY AVE,QUEENS NY,11435",-73.8045746,40.6964878
"305","NEW YORK SAL'S PIZZERIA","696 10 AVENUE,MANHATTAN NY,10019",-73.992114,40.763727
"306","NEW YORK RIFLE CLUB","77 MACDOUGAL STREET,MANHATTAN NY,10012",-74.0018108,40.7287179
"307","NEW YORK PULAO KABAB","3602 STEINWAY ST,QUEENS NY,11101",-73.9237388,40.7535965
"308","NEW YORK POST CAFETERIA","900 EAST  132 STREET,BRONX NY,10454",-73.9128065,40.79804
"309","NEW YORK PIZZA SUPREMA","413 8 AVENUE,MANHATTAN NY,10001",-73.995321,40.750205
"310","NEW YORK PAO DE QUEIJO","3190 30 STREET,QUEENS NY,11106",-73.9261018,40.762659
"311","NEW YORK OPEN CENTER","22 EAST 30 STREET,MANHATTAN NY,10016",-73.985382,40.7453123
"312","NEW YORK NICK'S DELI","1019 MCDONALD AVENUE,BROOKLYN NY,11230",-73.9766313,40.629021
"313","NEW YORK MUFFINS","198 BEDFORD AVENUE,BROOKLYN NY,11249",-73.9583108,40.7173303
"314","NEW YORK METS VISITORS CLUBHOUSE","12301 ROOSEVELT AVENUE,QUEENS NY,11368",-73.8458741,40.7570176
"315","NEW YORK METS HOME CLUBHOUSE","12301 ROOSEVELT AVENUE,QUEENS NY,11368",-73.8458741,40.7570176
"316","NEW YORK MACARONI COMPANY","102 SAINT MARKS PL,MANHATTAN NY,10009",-73.9846486,40.727137
"317","NEW YORK LUNCHEONETTE","135 EAST   50 STREET,MANHATTAN NY,10022",-73.9717095,40.7564328
"318","NEW YORK LAW SCHOOL","185 WEST BROADWAY,MANHATTAN NY,10013",-74.0067276,40.7177911
"319","NEW YORK KIMCHI","18 W 48TH ST,MANHATTAN NY,10036",-73.9793198,40.7575257
"320","NEW YORK JR. LEAGUE","130 EAST   80 STREET,MANHATTAN NY,10075",-73.9590471,40.7756976
"321","NEW YORK INSTITUTE OF TECHNOLOGY","1849 BROADWAY,MANHATTAN NY,10023",-73.9826606,40.7695832
"322","NEW YORK HOT BAGELS & BIALYS","10101 QUEENS BLVD,QUEENS NY,11375",-73.8478425,40.7225614
"323","NEW YORK GRILL RESTAURANT","6516 MYRTLE AVENUE,QUEENS NY,11385",-73.8896221,40.701014
"324","NEW YORK FRIED CHICKEN","13104 MERRICK BOULEVARD,QUEENS NY,11434",-73.7614429,40.6793052
"325","NEW YORK FRIED CHICKEN","102 SARATOGA AVE,BROOKLYN NY,11233",-73.9173531,40.6831042
"326","NEW YORK FILM ACADEMY CAFE","31 LEXINGTON AVE,MANHATTAN NY,10010",-73.9842355,40.7399889
"327","NEW YORK FILM ACADEMY CAFE","0 Peter Minuit Plaza,MANHATTAN NY,10004",-74.013996,40.701747
"328","NEW YORK FALAFEL","127 WYCKOFF AVE,BROOKLYN NY,11237",-73.9187436,40.7042469
"329","NEW YORK DOLLS","59 MURRAY STREET,MANHATTAN NY,10007",-74.0097259,40.7144493
"330","NEW YORK DOG HOUSE","37-06 30 AVENUE,QUEENS NY,11103",-73.9164894,40.7643179
"331","NEW YORK DINER","4909 NORTHERN BOULEVARD,QUEENS NY,11101",-73.912953,40.7535918
"332","NEW YORK DELI","2109 BORDEN AVENUE,QUEENS NY,11101",-73.9494009,40.7405538
"333","NEW YORK COMEDY CLUB","241 E 24TH ST,MANHATTAN NY,10010",-73.9807881,40.7389512
"334","NEW YORK CITY CENTER","130 W 56TH ST,MANHATTAN NY,10019",-73.9794034,40.7639305
"335","NEW YORK CITY BAGELS AND COFFEE HOUSE","4005 BROADWAY,QUEENS NY,11103",-73.9185095,40.7589623
"336","NEW YORK CHICKEN & GRILL","3816 DYRE AVE,BRONX NY,10466",-73.8311129,40.8883408
"337","NEW YORK BURGER CO","678 6 AVENUE,MANHATTAN NY,10010",-73.9933194,40.7416448
"338","NEW YORK BURGER CO","470 WEST   23 STREET, 1FL,MANHATTAN NY,10011",-74.0094471,40.7464969
"339","NEW YORK BOTANIC GARDENS - STONEMILL","2900 SOUTHERN BOULEVARD,BRONX NY,10458",-73.8802383,40.862452
"340","NEW YORK BEER COMPANY","321 WEST   44 STREET,MANHATTAN NY,10036",-73.9900458,40.7593023
"341","NEW YORK BAKERY CAFE","3206 30TH AVE,QUEENS NY,11102",-73.9204199,40.7662496
"342","NEW YORK BAGELS & DELI","587 FIRST AVENUE,MANHATTAN NY,10016",-73.9739654,40.7435771
"343","NEW YANKEE SK PIZZA","1616 WESTCHESTER AVENUE,BRONX NY,10472",-73.8747617,40.8292019
"344","NEW YAJAI THAI FOOD","3316 30 AVENUE,QUEENS NY,11103",-73.9193055,40.7657462
"345","NEW YA MEI CHINESE RESTAURANT","3890 SEDGWICK AVE,BRONX NY,10463",-73.8932781,40.8825634
"346","NEW WORLD STAGES & THE GREEN ROOM","343 W 49TH ST,MANHATTAN NY,10019",-73.9877677,40.7621895
"347","NEW WONJO RESTAURANT","23 WEST   32 STREET,MANHATTAN NY,10001",-73.9866547,40.7478918
"348","NEW WONG WAH BAKERY","83 CANAL STREET,MANHATTAN NY,10002",-73.9930816,40.7154579
"349","NEW WONG RESTAURANT","103 EAST BROADWAY,MANHATTAN NY,10002",-73.9931544,40.7135879
"350","NEW WOKS KITCHEN","6006 KISSENA BLVD,QUEENS NY,11355",-73.8151478,40.7398102
"351","New Wok Express","2133 3RD AVE,MANHATTAN NY,10035",-73.9394535,40.7982208
"352","NEW WOK","481 BROOK AVENUE,BRONX NY,10455",-73.9161112,40.8134759
"353","NEW WING WAH BAKERY","246 GRAND STREET,MANHATTAN NY,10002",-73.9941006,40.7184424
"354","NEW WIN WAY CHINESE RESTAURANT","2830 CONEY ISLAND AVE,BROOKLYN NY,11235",-73.9606684,40.5875246
"355","NEW WIN SHING","4806 BROADWAY,QUEENS NY,11103",-73.9124686,40.7556943
"356","NEW WIN HING INC","1180 BAY ST,STATEN ISLAND NY,10305",-74.0665963,40.6143679
"357","NEW WIN HING III CHINESE RESTAURANT","1282 CLOVE ROAD,STATEN ISLAND NY,10301",-74.10327,40.615571
"358","NEW WIN CHINESE RESTAURANT","14406 243RD ST,QUEENS NY,11422",-73.7395075,40.6601396
"359","NEW WAY COOKING","8505 20TH AVE,BROOKLYN NY,11214",-73.9976172,40.6049792
"360","NEW WAVE CAFE & RESTAURANT","2210 BROADWAY,MANHATTAN NY,10024",-73.9799287,40.7833573
"361","NEW WANG HONG KONG","459 MORRIS PARK AVENUE,BRONX NY,10460",-73.8733582,40.8407234
"362","NEW WAN'S GARDEN RESTAURANT","6826 FOREST AVENUE,QUEENS NY,11385",-73.9014244,40.7028719
"363","NEW WAI LING CHINESE RESTAURANT/NEW FRESCO TORTILLAS II TACO","349 FLATBUSH AVE,BROOKLYN NY,11238",-73.9721382,40.6771587
"364","NEW WAH YEUNG'S KITCHEN","4324 43RD AVE,QUEENS NY,11104",-73.9204589,40.7449525
"365","NEW WAH ON","986 SUTTER AVENUE,BROOKLYN NY,11208",-73.8822859,40.671088
"366","NEW WAH LUNG KITCHEN","2111 21ST AVE,QUEENS NY,11105",-73.9145939,40.78167
"367","NEW WAH KWONG RESTAURANT","727 BURKE AVE,BRONX NY,10467",-73.865863,40.8716178
"368","NEW WAH KWONG","727 BURKE AVENUE,BRONX NY,10467",-73.865863,40.8716178
"369","NEW WAH KITCHEN","1474 WESTCHESTER AVENUE,BRONX NY,10472",-73.8812273,40.8281391
"370","NEW VICTORY RESTAURANT","4803 5 AVENUE,BROOKLYN NY,11220",-74.0091191,40.6459807
"371","NEW VEGETARIAN PALATE","603 WASHINGTON AVE,BROOKLYN NY,11238",-73.9638444,40.6796221
"372","NEW UTRECHT RESTAURANT","4419 NEW UTRECHT AVE,BROOKLYN NY,11219",-73.994101,40.6400877
"373","NEW UNIVERSITY DELI","603 WEST  168 STREET,MANHATTAN NY,10032",-73.9402883,40.8415084
"374","NEW UNITED II","53 ROCKAWAY AVE,BROOKLYN NY,11233",-73.9112321,40.6813466
"375","NEW TWIN LIN GARDEN","854 4 AVENUE,BROOKLYN NY,11232",-74.0015323,40.6574571
"376","NEW TUNG HING","5224 4TH AVE,BROOKLYN NY,11220",-74.0145832,40.6450519
"377","NEW TUMMY TACO","17709 UNION TPKE,QUEENS NY,11366",-73.7905626,40.7263616
"378","NEW TU DO RESTAURANT","102 BOWERY,MANHATTAN NY,10013",-73.9954197,40.7178494
"379","NEW TRADITIONS","8428 164TH ST,QUEENS NY,11432",-73.8027582,40.7144436
"380","NEW TOYO JAPANESE RESTAURANT","7306 METROPOLITAN AVENUE,QUEENS NY,11379",-73.8789931,40.7125555
"381","NEW TOPPS BAKERY & RESTAURANT 2","1464A ROCKAWAY PKWY,BROOKLYN NY,11236",-73.9017855,40.6444014
"382","NEW TOPPS BAKERY & RESTAURANT","8021 FLATLANDS AVENUE,BROOKLYN NY,11236",-73.9130004,40.6356985
"383","NEW TOPAZ","127 W 56TH ST,MANHATTAN NY,10019",-73.978911,40.764421
"384","NEW TOP'S II CHINESE KITCHEN","361 CRESCENT STREET,BROOKLYN NY,11208",-73.8709474,40.6800894
"385","NEW TOP TACO & CHINA","1654 SHEEPSHEAD BAY RD,BROOKLYN NY,11235",-73.952562,40.5864504
"386","NEW TONG & TACO 88","7524 18TH AVE,BROOKLYN NY,11214",-73.996733,40.613036
"387","NEW TOKYO SUSHI","16216 UNION TURNPIKE,QUEENS NY,11366",-73.8052913,40.7211214
"388","NEW TIMES CHINESE RESTAURANT","2578 CONEY ISLAND AVENUE,BROOKLYN NY,11223",-73.9611512,40.5939867
"389","NEW THRIVING RESTAURANT OF GUYANA","10702 LIBERTY AVENUE,QUEENS NY,11417",-73.8343637,40.6831604
"390","NEW THRIVING RESTAURANT","12012 LIBERTY AVENUE,QUEENS NY,11419",-73.822726,40.686518
"391","NEW THANKS GIVING CHINESE RESTAURANT","1736 NOSTRAND AVE,BROOKLYN NY,11226",-73.9490488,40.6436635
"392","NEW TEXAS FRIED CHICKEN & PIZZA","6401 BROADWAY,QUEENS NY,11377",-73.898439,40.749895
"393","NEW TEXAS FRIED CHICKEN","639 WILSON AVENUE,BROOKLYN NY,11207",-73.9057106,40.6895654
"394","NEW TERRITORY CAKE SHOP","77 CATHERINE STREET,MANHATTAN NY,10038",-73.9963569,40.7109729
"395","NEW TASTY HOUSE","4414 KISSENA BLVD,QUEENS NY,11355",-73.822617,40.7533944
"396","NEW TASTE WEST INDIAN RESTAURANT","3973 BRONXWOOD AVE,BRONX NY,10466",-73.8550699,40.8857888
"397","NEW TASTE RESTAURANT","9462 CORONA AVE,QUEENS NY,11373",-73.867954,40.741936
"398","NEW TASTE OF ORIENTAL","614 4 AVENUE,BROOKLYN NY,11215",-73.9937169,40.6649285
"399","NEW TASTE OF CHINA","8026 BAXTER AVE,QUEENS NY,11373",-73.884249,40.74465
"400","NEW TASTE OF CHINA","90 GUYON AVENUE,STATEN ISLAND NY,10306",-74.1281459,40.5645916
"401","NEW TAQUERIA PUEBLA","1285 CASTLETON AVE,STATEN ISLAND NY,10310",-74.1255406,40.6339036
"402","NEW TANDOORI HUT","11908 94TH AVE,QUEENS NY,11419",-73.8273872,40.6936593
"403","NEW TACOPETAN RESTAURANT & BAR","1250 MORRISON AVE,BRONX NY,10472",-73.8747141,40.8310757
"404","NEW SZECHUAN HOUSE","5008 SKILLMAN AVE,QUEENS NY,11377",-73.9140284,40.7459438
"405","NEW SWEET RICE","7917 MYRTLE AVENUE,QUEENS NY,11385",-73.870106,40.7029939
"406","NEW SUPER CHINA PAGODA","4720 30TH AVE,QUEENS NY,11103",-73.9088949,40.7608591
"407","NEW SUNNY RESTAURANT","69 UTICA AVE,BROOKLYN NY,11213",-73.930096,40.67669
"408","NEW SUNNY GARDEN RESTAURANT","17007 JAMAICA AVENUE,QUEENS NY,11432",-73.7894499,40.707482
"409","NEW SUNNY EAST 88 RESTAURANT","1680 1 AVENUE,MANHATTAN NY,10128",-73.9482895,40.7779123
"410","NEW SUNFLOWER","900 GERARD AVENUE,BRONX NY,10452",-73.9244026,40.8281746
"411","NEW SUN MARY BAKERY","13357 41 ROAD,QUEENS NY,11355",-73.829745,40.7574739
"412","NEW SUN CAFE","67 READE ST,MANHATTAN NY,10007",-74.0068293,40.714979
"413","New Style Handpulled Noodles","23 PELL ST,MANHATTAN NY,10013",-73.9983017,40.7147233
"414","NEW STAR SEAFOOD RESTAURANT","6022 8TH AVE,BROOKLYN NY,11220",-74.0102715,40.6352129
"415","NEW STAR COFFEE SHOP & DELI","3150 BAINBRIDGE AVENUE,BRONX NY,10467",-73.8792148,40.8751011
"416","NEW STAR CHINESE RESTAURANT","1495 ST NICHOLAS AVENUE,MANHATTAN NY,10033",-73.9323934,40.8516574
"417","NEW STAR CAFE","552 7 AVENUE,MANHATTAN NY,10018",-73.9883753,40.7546415
"418","NEW STAR BAKERY","4121A KISSENA BLVD,QUEENS NY,11355",-73.8187513,40.7502856
"419","NEW STAR","2212 AVENUE X,BROOKLYN NY,11235",-73.9477267,40.5927916
"420","NEW SPRING GARDEN RESTAURANT","912 65 STREET,BROOKLYN NY,11219",-74.0100984,40.6308028
"421","NEW SPRING GARDEN","9426 ROOSEVELT AVENUE,QUEENS NY,11372",-73.8717806,40.748898
"422","NEW SPRING GARDEN","2066 WALLACE AVE,BRONX NY,10462",-73.864653,40.8522361
"423","NEW SPRING BOY CHINESE RESTAURANT","81 ALLEN STREET,MANHATTAN NY,10002",-73.9913563,40.7180209
"424","NEW SOUL CAFE","1039 CASTLE HILL AVE,BRONX NY,10472",-73.850502,40.8285333
"425","NEW SOLDIERS RESTAURANT","1278 NOSTRAND AVENUE,BROOKLYN NY,11226",-73.950372,40.6559221
"426","NEW SIU'S KITCHEN","4324 CHURCH AVENUE,BROOKLYN NY,11203",-73.9363399,40.6512451
"427","NEW SING SHENG KITCHEN","8905 37TH AVE,QUEENS NY,11372",-73.8775589,40.7506133
"428","NEW SIN LEE RESTAURANT","301 MALCOLM X BOULEVARD,BROOKLYN NY,11233",-73.9285902,40.6817668
"429","NEW SHUN HING CHINESE RESTAURANT","1111 Pennsylvania Ave,BROOKLYN NY,11207",-73.8866261,40.6539376
"430","NEW SHENGJIN MEISHI","4140 MAIN ST,QUEENS NY,11355",-73.829342,40.7570059
"431","NEW SHENG WANG","27 ELDRIDGE ST,MANHATTAN NY,10002",-73.9937126,40.7151242
"432","NEW SHENG LI CHINESE RESTAURANT","389 EAST  167 STREET,BRONX NY,10456",-73.9110522,40.8310706
"433","NEW SHENG CHINESE KITCHEN","1029 E 167TH ST,BRONX NY,10459",-73.8882013,40.8269556
"434","NEW SHANGHAI TIDE RESTAURANT","13520 40TH RD,QUEENS NY,11354",-73.830752,40.7584609
"435","NEW SHANGHAI CHINESE & JAPANESE KITCHEN","12502 84 ROAD,QUEENS NY,11415",-73.8270263,40.7080817
"436","NEW SHAMA RESTAURANT","232 NEPTUNE AVENUE,BROOKLYN NY,11235",-73.9617151,40.5813487
"437","NEW SECHUN GARDEN KITCHEN","2076 8TH AVE,MANHATTAN NY,10026",-73.9567393,40.802031
"438","NEW SAU VOI CORP","101105 LAFAYETTE STREET,MANHATTAN NY,10013",-74.0007691,40.7181866
"439","NEW SARKURA JAPAN","9040 160TH ST,QUEENS NY,11432",-73.7997844,40.704201
"440","NEW SANTANA DELI & RESTAURANT","187 IRVING AVE,BROOKLYN NY,11237",-73.9190382,40.7018988
"441","NEW SAM'S DELI","30 MULBERRY STREET,MANHATTAN NY,10013",-73.9995201,40.7145532
"442","NEW SAKE ONE FUSION JAPANESE RESTAURANT","3972 HYLAN BOULEVARD,STATEN ISLAND NY,10308",-74.1453505,40.5425867
"443","NEW SAIGON","5906 8TH AVE,BROOKLYN NY,11220",-74.0093631,40.636009
"444","NEW RUAN'S RESTAURANT","1955 86 STREET,BROOKLYN NY,11214",-73.9989185,40.6052749
"445","NEW RONG HANG RESTAURANT","38 ELDRIDGE STREET,MANHATTAN NY,10002",-73.9929853,40.7156423
"446","NEW ROMA PIZZA","116 DELANCY STREET,MANHATTAN NY,10002",-73.9879185,40.7187505
"447","NEW RED STAR","795 SOUTHERN BOULEVARD,BRONX NY,10455",-73.8966524,40.8162031
"448","NEW RED LANTERN","5701 FORT HAMILTON PKWY,BROOKLYN NY,11219",-74.0034388,40.634297
"449","NEW RED FLOWER CHINESE RESTAURANT","4733 WHITE PLAIN ROAD,BRONX NY,10470",-73.8500302,40.9044494
"450","NEW RANCHITO","924 AMSTERDAM AVENUE,MANHATTAN NY,10025",-73.9662705,40.8000976
"451","NEW RAINBOW RESTAURANT","3906 WHITE PLAINS ROAD,BRONX NY,10466",-73.8612466,40.8858379
"452","NEW RAINBOW CHINESE RESTAURANT","613 EAST TREMONT AVENUE,BRONX NY,10457",-73.8925517,40.8462404
"453","NEW QQ CAFE AND BAKERY","4257 MAIN ST,QUEENS NY,11355",-73.8272821,40.7538476
"454","NEW PUNJAB RESTAURANT & GRILL","691 CONEY ISLAND AVE,BROOKLYN NY,11218",-73.9687774,40.6406991
"455","NEW POP'S RESTAURANT","8522 JAMAICA AVE,QUEENS NY,11421",-73.8514708,40.6939309
"456","NEW POLODOS LOUNGE","138-11 JAMAICA AVE,QUEENS NY,11435",-73.8149021,40.7026778
"457","NEW PINANG","11110 QUEENS BLVD,QUEENS NY,11375",-73.8379598,40.7190131
"458","NEW PHOENIX PALACE","677 BAY ST,STATEN ISLAND NY,10304",-74.0748475,40.6255482
"459","NEW PHOENIX","480 TARGEE STREET,STATEN ISLAND NY,10304",-74.0849579,40.6153882
"460","NEW PETER'S KITCHEN","14909 UNION TURNPIKE,QUEENS NY,11367",-73.8135166,40.718924
"461","NEW PEPERONI'S PIZZA","1308 LAFAYETTE AVE,BRONX NY,10474",-73.8867823,40.8167797
"462","NEW PEKING RESTAURANT","26 EAST  183 STREET,BRONX NY,10453",-73.9031033,40.8583604
"463","NEW PEKING RESTAURANT","837A FRANKLIN AVE,BROOKLYN NY,11225",-73.9582298,40.6696297
"464","NEW PEKING KITCHEN","7715 37 AVENUE,QUEENS NY,11372",-73.8883427,40.74945
"465","NEW PEKING KITCHEN","1806 AVENUE M,BROOKLYN NY,11230",-73.9568996,40.6181806
"466","NEW PEKING GARDEN","8907 139TH ST,QUEENS NY,11435",-73.812742,40.702348
"467","NEW PEKING","344 CLASSON AVENUE,BROOKLYN NY,11238",-73.9602528,40.6887304
"468","NEW PEKING","1137 WASHINGTON AVE,BROOKLYN NY,11225",-73.9606684,40.6611406
"469","NEW PEARL OF CHINA","2830 MIDDLETOWN ROAD,BRONX NY,10461",-73.8355605,40.8432952
"470","NEW PARKWAY RESTAURANT","7504 13 AVENUE,BROOKLYN NY,11228",-74.0078177,40.6202339
"471","NEW PARK PIZZERIA & RESTAURANT","156-71 CROSSBAY BOULEVARD,QUEENS NY,11414",-73.840395,40.6627264
"472","NEW PANDA RESTAURANT","3218 3RD AVE,BRONX NY,10451",-73.9087875,40.8232675
"473","NEW PANDA GARDEN","5917 ROOSEVELT AVENUE,QUEENS NY,11377",-73.9046822,40.7455812
"474","NEW PANDA","6063 FRESH POND ROAD,QUEENS NY,11378",-73.9010927,40.7153374
"475","NEW PABELLON DE ORO RESTAURANT","1501 WESTCHESTER AVENUE,BRONX NY,10472",-73.880066,40.8285318
"476","NEW ONE CHINESE RESTAURANT","6320 11TH AVE,BROOKLYN NY,11219",-74.005345,40.6295519
"477","NEW OCEAN","393 LENOX AVENUE,MANHATTAN NY,10027",-73.943398,40.8107822
"478","New NYC Yoan Ming Garden","1407 MADISON AVE,MANHATTAN NY,10029",-73.953151,40.78813
"479","NEW NO.8 CHINESE RESTAURANT","176 W FORDHAM RD,BRONX NY,10468",-73.9084873,40.8625887
"480","NEW NO.1 CHINESE RESTAURANT","1839 WESTCHESTER AVENUE,BRONX NY,10472",-73.8648702,40.8324813
"481","NEW NO. 1 RESTAURANT","1552 FULTON ST,BROOKLYN NY,11216",-73.938834,40.67954
"482","NEW NO. 1 CHINESE RESTAURANT","83 WEST 115 STREET,MANHATTAN NY,10026",-73.9497164,40.8012942
"483","NEW NO 1 CHINESE RESTAURANT","1007 CLARKSON AVENUE,BROOKLYN NY,11212",-73.9246017,40.6585041
"484","NEW NO 1 CHINA WOK YONG","64 W KINGSBRIDGE RD,BRONX NY,10468",-73.899957,40.8678954
"485","NEW NEIGHBOR RESTAURANT","1404 CORTELYOU ROAD,BROOKLYN NY,11226",-73.964995,40.6407098
"486","NEW NEIGHBOR CHINESE RESTAURANT","1404 CORTELYOU RD,BROOKLYN NY,11226",-73.964995,40.6407098
"487","NEW NATURAL RESTAURANT","1448 SAINT JOHNS PL,BROOKLYN NY,11213",-73.9303309,40.6703292
"488","NEW NAGOYA SUSHI","5786 MOSHOLU AVE,BRONX NY,10471",-73.8978264,40.9052874
"489","NEW MUM'S KITCHEN","1010 CLARKSON AVENUE,BROOKLYN NY,11212",-73.9242106,40.6581355
"490","NEW MOON STAR RESTAURANT","17216 46 AVENUE,QUEENS NY,11358",-73.7927457,40.7529952
"491","NEW MOON CAFE","129 E 102ND ST,MANHATTAN NY,10029",-73.9482655,40.7898455
"492","NEW MOMBAR INC","2522 STEINWAY ST,QUEENS NY,11103",-73.9123693,40.7673496
"493","NEW MING'S KINTCHEN","5615 JUNCTION BLVD,QUEENS NY,11373",-73.8659203,40.7368923
"494","NEW MING HING KITCHEN","380 AVENUE P,BROOKLYN NY,11204",-73.973525,40.608486
"495","NEW MING GARDEN II","13414 GUY R BREWER BLVD,QUEENS NY,11434",-73.7757232,40.673004
"496","NEW MING GARDEN","10428 ROOSEVELT AVENUE,QUEENS NY,11368",-73.860524,40.749908
"497","NEW MING FAT CHINESE RESTAURANT","1155 SUTTER AVENUE,BROOKLYN NY,11208",-73.8753348,40.6724804
"498","NEW MILLENIUM PIZZERIA","394 WEST  145 STREET,MANHATTAN NY,10031",-73.9448377,40.8240636
"499","NEW MILLENIUM PIZZA II","2491 JEROME AVENUE,BRONX NY,10468",-73.9006444,40.863742
"500","NEW MIDFIELD DELI","6378 AMBOY ROAD,STATEN ISLAND NY,10309",-74.216489,40.522266
"501","NEW MEXICO PLACE II","778 SENECA AVE,QUEENS NY,11385",-73.9060665,40.7017121
