BELLE HARBOR YACHT CLUB,"533 BEACH 126TH ST,QUEENS NY,11694"
BELLE HARBOR STEAKHOUSE,"268 BEACH  116 STREET,QUEENS NY,11694"
BELLE FOURCHETTE,"1916 CHURCH AVENUE,BROOKLYN NY,11226"
BELLA'S PLACE,"8777 SUTPHIN BLVD,QUEENS NY,11435"
BELLA VITA PIZZERIA,"211 WEST   43 STREET,MANHATTAN NY,10036"
BELLA VITA,"158 WEST   58 STREET,MANHATTAN NY,10019"
BELLA VIA,"4746 VERNON BOULEVARD,QUEENS NY,11101"
BELLA ROZA,"6352 BOOTH STREET,QUEENS NY,11374"
BELLA ROMA PIZZA,"401 E 57TH ST,MANHATTAN NY,10022"
BELLA ROMA PIZZA,"405 E 57TH ST,MANHATTAN NY,10022"
BELLA PIZZA OF BRONX,"4555 3RD AVE,BRONX NY,10458"
BELLA PIZZA & RESTAURANT,"208 LIVINGSTON ST,BROOKLYN NY,11201"
BELLA PIZZA,"94-01 37 AVENUE,QUEENS NY,11372"
BELLA PIZZA,"1604 AVENUE H,BROOKLYN NY,11230"
BELLA PIZZA,"3101 NEWTOWN AVE,QUEENS NY,11102"
BELLA PIZZA,"1712 PITKIN AVE,BROOKLYN NY,11212"
BELLA PIZZA,"13462 SPRINGFIELD BOULEVARD,QUEENS NY,11413"
BELLA NOVA'S RISTORANTE,"6526 METROPOLITAN AVE,QUEENS NY,11379"
BELLA NOTTE PIZZERIA,"3552 JOHNSON AVE,BRONX NY,10463"
BELLA NAPOLI,"7116 BAY PKWY,BROOKLYN NY,11204"
BELLA NAPOLI,"524 EAST  240 STREET,BRONX NY,10470"
BELLA NAPOLI,"4235 KATONAH AVENUE,BRONX NY,10470"
BELLA NAPOLI,"130 MADISON AVENUE,MANHATTAN NY,10016"
BELLA MAMA ROSE,"264 MORNINGSTAR ROAD,STATEN ISLAND NY,10303"
BELLA LUNA,"8520 7 AVENUE,BROOKLYN NY,11228"
BELLA LUNA,"584 COLUMBUS AVENUE,MANHATTAN NY,10024"
BELLA LENA'S,"6402 FRESH POND ROAD,QUEENS NY,11385"
BELLA GIORNATA,"154 STUYVESANT PLACE,STATEN ISLAND NY,10301"
BELLA GIOIA,"209 4TH AVE,BROOKLYN NY,11217"
BELLA DONNA PIZZZA,"6091 54TH ST,QUEENS NY,11378"
BELLA CARACAS CAFE,"7417 METROPOLITAN AVE,QUEENS NY,11379"
BELLA BLU,"967 LEXINGTON AVENUE,MANHATTAN NY,10021"
BELL GARDEN,"39-21 BELL BLVD,QUEENS NY,11361"
BELL DINER,"21525 73 AVENUE,QUEENS NY,11364"
BELL BOOK & CANDLE,"141 WEST   10 STREET,MANHATTAN NY,10014"
BELITA'S HOMESTYLE COOKING,"11916 ROCKAWAY BLVD,QUEENS NY,11420"
BELGIUM BEER CAFE,"220 5TH AVE,MANHATTAN NY,10001"
BELFRY,"222 EAST   14 STREET,MANHATTAN NY,10003"
BELASCO THEATRE,"111 WEST   44 STREET,MANHATTAN NY,10036"
BELAIRE CAFE,"525 EAST   71 STREET,MANHATTAN NY,10021"
BEL-AIRE DINER,"3191 21 STREET,QUEENS NY,11106"
BEL AMI,"30 EAST   68 STREET,MANHATTAN NY,10065"
BEKY BAKERY AND COFFEE SHOP,"3778 103 STREET,QUEENS NY,11368"
BEIT SITTE MEDITERANIAN RESTAURANT,"7701 5TH AVE,BROOKLYN NY,11209"
BEIT JEDDO,"6917 5 AVENUE,BROOKLYN NY,11209"
BEIJING STYLE BARBEQUE,"4183 BOWNE STREET,QUEENS NY,11355"
BEIJING POP KABOB RESTAURANT INC,"122 MULBERRY ST,MANHATTAN NY,10013"
BEIJING HOUSE,"553 WILSON AVENUE,BROOKLYN NY,11207"
BEIJING DUMPLING,"8838 SUTPHIN BLVD,QUEENS NY,11435"
BEIJING CHINESE RESTAURANT,"223 EAST   14 STREET,MANHATTAN NY,10003"
BEIJA-FLOR,"3802 29TH ST,QUEENS NY,11101"
BEI JING CHINESE RESTAURANT,"860 10 AVENUE,MANHATTAN NY,10019"
BEI CHUAN YUAN,"13620 ROOSEVELT AVE,QUEENS NY,11354"
BEHAN'S PUB,"4299 KATONAH AVE,BRONX NY,10470"
BEET II,"344 7TH AVE,BROOKLYN NY,11215"
BEER SHOP,"422 AMSTERDAM AVE,MANHATTAN NY,10024"
BEER PUB (GARDEN PUB6TH),"4 PENN PLZ,MANHATTAN NY,10121"
BEER PUB (BRIDGE PUB),"4 PENN PLZ,MANHATTAN NY,10121"
BEER CULTURE,"328 WEST 45TH STREET,MANHATTAN NY,10036"
BEER CLOSET,"537 51ST AVE,QUEENS NY,11101"
BEER BELLY'S,"3917 BELL BLVD,QUEENS NY,11361"
BEER AUTHORITY,"300 WEST   40 STREET,MANHATTAN NY,10018"
BEER & BUNS / ST GILES HOTEL - THE COURT,"130 EAST   39 STREET,MANHATTAN NY,10016"
BEEKMAN THEATRE,"1271 2 AVENUE,MANHATTAN NY,10065"
BEEKMAN BAR & BOOKS,"889 1 AVENUE,MANHATTAN NY,10022"
BEEHIVE OVEN,"743 DRIGGS AVE,BROOKLYN NY,11211"
Beef Restaurant Inc,"5820 7TH AVE,BROOKLYN NY,11220"
BEECHER'S HANDMADE CHEESE,"900 BROADWAY,MANHATTAN NY,10003"
BEDOUIN TENT,"405 ATLANTIC AVE,BROOKLYN NY,11217"
BEDLAM,"40 AVENUE C,MANHATTAN NY,10009"
BEDFORD PIZZA CAFE,"380 BEDFORD PARK BLVD,BRONX NY,10458"
BEDFORD KITCHEN & WINE BAR,"6944 MAIN ST,QUEENS NY,11367"
BEDFORD HILL,"343 FRANKLIN AVENUE,BROOKLYN NY,11238"
BEDFORD HALL,"1177 BEDFORD AVE,BROOKLYN NY,11216"
BEDFORD FALLS,"206 EAST   67 STREET,MANHATTAN NY,10065"
BEDFORD COFFEE COMPANY,"1638 BEDFORD AVE,BROOKLYN NY,11225"
BEDFORD CAFE & RESTAURANT,"1 EAST BEDFORD PARK BOULEVARD,BRONX NY,10468"
BEDAWI CAFE,"266 PROSPECT PARK WEST,BROOKLYN NY,11215"
BED-STUY FISH FRY,"940 FULTON ST,BROOKLYN NY,11238"
