,NAME,lat,lng,NTAName,spot_type
39,Merchant's House Museum,40.72765742,-73.99234605,West Village,museum
40,Metropolitan Museum of Art (MET),40.77942354,-73.96345111,park-cemetery-etc-Manhattan,museum
41,Morgan Library and Museum,40.74929507,-73.98132149,Murray Hill-Kips Bay,museum
42,Morris-Jumel Mansion,40.83444768,-73.93857439,Washington Heights South,museum
43,Mount Vernon Hotel Museum & Garden,40.76052578,-73.95971083,Lenox Hill-Roosevelt Island,museum
44,Museum of American Finance,40.70648459,-74.0091216,Battery Park City-Lower Manhattan,museum
45,Museum of American Illustration,40.76471562,-73.96690031,Upper East Side-Carnegie Hill,museum
46,Museum of Arts & Design (MAD),40.76740607,-73.98200725,Midtown-Midtown South,museum
47,Museum Of Chinese In America,40.71945395,-73.99919192,SoHo-TriBeCa-Civic Center-Little Italy,museum
48,Museum of Contemporary African Diasporan Arts (MoCADA),40.68524514,-73.97442478,Fort Greene,museum
49,Museum of Jewish Heritage,40.70598665,-74.01858572,Battery Park City-Lower Manhattan,museum
50,Museum of Modern Art (MoMA),40.76118664,-73.97700363,Midtown-Midtown South,museum
51,Museum of the City of New York,40.79250903,-73.95191697,East Harlem South,museum
52,Museum of the Moving Image,40.75694449,-73.92451017,Astoria,museum
53,National Academy Museum,40.78361317,-73.95849177,Upper East Side-Carnegie Hill,museum
54,National Lighthouse Museum,40.64094902,-74.07373713,West New Brighton-New Brighton-St. George,museum
55,National Museum of the American Indian,40.70432126,-74.01372705,Battery Park City-Lower Manhattan,museum
56,National September 11 Memorial & Museum at the World Trade Center,40.70965449,-74.01091566,Battery Park City-Lower Manhattan,museum
57,Neue Galerie New York,40.78124234,-73.96024813,Upper East Side-Carnegie Hill,museum
58,New Museum of Contemporary Art,40.7223467,-73.99283879,Chinatown,museum
59,New York City Fire Museum,40.72557181,-74.00693426,SoHo-TriBeCa-Civic Center-Little Italy,museum
60,New York City Police Museum,40.70347829,-74.00811754,Battery Park City-Lower Manhattan,museum
61,New York Hall of Science,40.74714779,-73.8516868,park-cemetery-etc-Queens,museum
62,New York Historical Society,40.77927324,-73.97425754,Upper West Side,museum
63,New York Transit Museum,40.6905237,-73.99002597,Brooklyn Heights-Cobble Hill,museum
64,Nicholas Roerich Museum,40.802914,-73.9690225,Morningside Heights,museum
65,Noble Maritime Collection,40.64431194,-74.10177204,West New Brighton-New Brighton-St. George,museum
66,P.S. 1 Contemporary Art Center,40.74583947,-73.94621242,Hunters Point-Sunnyside-West Maspeth,museum
67,Paley Center For Media (formerly Museum Of Television & Radio),40.76057364,-73.97760161,Midtown-Midtown South,museum
68,Queens County Farm Museum,40.7455696,-73.72573661,Bellerose,museum
69,Queens Museum of Art,40.74584286,-73.84676276,park-cemetery-etc-Queens,museum
70,Rose Center for Earth and Space (Hayden Planetarium),40.78285983,-73.97257491,Upper West Side,museum
71,Rubin Museum of Art,40.74002038,-73.99779153,Hudson Yards-Chelsea-Flatiron-Union Square,museum
72,Scandinavia House: The Nordic Center in America,40.7494469,-73.98008844,Murray Hill-Kips Bay,museum
73,Schomburg Center for Research in Black Culture,40.81461273,-73.94099076,Central Harlem North-Polo Grounds,museum
74,Seguine Mansion,40.51521434,-74.1975893,Annadale-Huguenot-Prince's Bay-Eltingville,museum
75,Skyscraper Museum,40.70565753,-74.01756807,Battery Park City-Lower Manhattan,museum
76,South Street Seaport Museum,40.70660336,-74.00372094,Battery Park City-Lower Manhattan,museum
77,Staten Island Children's Museum,40.64270888,-74.10189211,West New Brighton-New Brighton-St. George,museum
78,Staten Island Museum / Staten Island Institute of Arts & Sciences,40.64436918,-74.07766506,West New Brighton-New Brighton-St. George,museum
79,Statue of Liberty National Monument | Ellis Island Immigration Museum,40.69905626,-74.03968484,park-cemetery-etc-Manhattan,museum
80,Studio Museum in Harlem,40.80824548,-73.94772615,Central Harlem South,museum
81,Tenement Museum,40.7186877,-73.98967905,Chinatown,museum
82,The Jazz Museum in Harlem,40.80527638,-73.93805874,East Harlem North,museum
83,The Jewish Children's Museum,40.66891158,-73.94196177,Crown Heights North,museum
84,The Noguchi Museum,40.76695661,-73.93765515,Astoria,museum
85,Ukrainian Museum,40.72767679,-73.98975703,East Village,museum
86,Van Cortlandt House Museum,40.89111117,-73.89482257,park-cemetery-etc-Bronx,museum
87,Wave Hill,40.89788471,-73.91165377,North Riverdale-Fieldston-Riverdale,museum
88,Whitney Museum of American Art,40.77340729,-73.96383435,Upper East Side-Carnegie Hill,museum
89,Wyckoff Farmhouse Museum,40.64434068,-73.9207963,Rugby-Remsen Village,museum
90,Yeshiva University Museum,40.73804568,-73.99381737,Hudson Yards-Chelsea-Flatiron-Union Square,museum
